zipcode,sources,pdb_org_id,state,city,region,url,longitude,prefixes,latitude,pch_id,ix_id,country,address,name,iata,alternatenames,geo_id,org_id,pdb_id
,"['pdb', 'he']",4748,Cyprus,,Europe,http://www.cytanet.com.cy/network/cyix/,,"{'ipv4': ['193.22.30.0/24'], 'ipv6': []}",,,172,CY,,CyIX,,['Cyprus Internet Exchange'],146268,4748,487
,"['pdb', 'he', 'pch']",14190,Daerah Khusus Ibukota Jakarta,,Asia-Pacific,https://www.nexdatacenter.com/,,"{'ipv4': ['218.100.72.0/23'], 'ipv6': ['2001:df0:b1:100::/64']}",,2204,81,ID,,Cyber 2 Internet Exchange,,['C2IX'],1642911,14190,606
,['pch'],,,Lefkosia,Europe,,33.37000,"{'ipv4': [], 'ipv6': []}",35.17000,53,173,CY,,Cyprus Internet Exchange,,[],146268,,
,['pch'],,,Carrollton,North America,,-96.89000,"{'ipv4': [], 'ipv6': []}",32.97560,1871,174,US,,CyrusOne,,[],4679195,,
78703,"['pdb', 'he']",7625,TX,Austin,North America,http://www.cyrusone.com,-97.700668,"{'ipv4': ['198.32.145.0/24'], 'ipv6': ['2001:478:145::/64']}",30.207107,,175,US,7100 Metropolis Blvd,CyrusOne IX Austin,,['CyrusOne Internet Exchange'],4671654,7625,674
,['pdb'],7625,IL,,North America,http://www.cyrusone.com,,"{'ipv4': ['198.32.165.0/24'], 'ipv6': ['2001:478:165::/64']}",,,176,US,,CyrusOne IX Chicago,,['CyrusOne Internet Exchange'],,7625,1142
,"['pdb', 'he']",7625,,Dallas,North America,http://www.cyrusone.com,-96.77000,"{'ipv4': ['198.32.130.0/24'], 'ipv6': ['2001:478:130::/64']}",32.77000,,177,US,,CyrusOne IX Dallas,,['CyrusOne Internet Exchange'],4684888,7625,672
,"['pdb', 'he']",2680,TX,Houston,North America,http://www.databank.com,,"{'ipv4': ['198.32.96.0/23'], 'ipv6': ['2001:478:96::/64']}",,,178,US,,CyrusOne IX Houston,,"['Databank IX Houston', 'Databank Internet Exchange']",4699066,2680,673
,"['pdb', 'he']",7625,,Phoenix,North America,http://www.cyrusone.com,-112.06840,"{'ipv4': ['198.32.98.0/24'], 'ipv6': ['2001:478:98::/64']}",33.45070,,179,US,,CyrusOne IX Phoenix,,['CyrusOne Internet Exchange'],5308655,7625,760
,['pdb'],7625,,San Antonio,North America,http://www.cyrusone.com,,"{'ipv4': ['198.32.164.0/24'], 'ipv6': ['2001:478:164::/64']}",,,180,US,,CyrusOne IX San Antonio,,['CyrusOne Internet Exchange'],4726206,7625,675
20166,['pdb'],7625,VA,Sterling,,http://www.cyrusone.com,,"{'ipv4': ['198.32.166.0/23'], 'ipv6': ['2001:478:166::/64']}",,,181,US,,CyrusOne IX Sterling,,['CyrusOne Internet Exchange'],4787534,7625,1117
,"['pdb', 'he', 'pch']",18339,,,North America,http://www.dacs-ix.com,,"{'ipv4': ['206.83.44.0/24'], 'ipv6': ['2602:ffa9:e:12:1::/116', '2602:ffa9::e:12:0/112', '2602:ffa9::e:12:0/116']}",,2173,1041,US,,DACS-IX East,BWI2,[],,18339,2672
,"['pdb', 'he', 'pch']",18339,,,North America,http://www.dacs-ix.com,,"{'ipv4': ['206.83.140.0/24'], 'ipv6': ['2602:ffa9::e:14:0/116', '2602:ffa9::e:14:0/112', '2602:ffa9:e:14:1::/116']}",,2262,1111,US,,DACS-IX North,,[],,18339,3106
32801,"['pdb', 'he', 'pch']",18339,Fl,Orlando,North America,http://www.dacs-ix.com,,"{'ipv4': ['206.83.143.0/24', '66.103.144.0/24'], 'ipv6': ['2602:ffa9::e:13:0/116', '2602:ffa9::e:13:0/112', '2602:ffa9:e:13:1::/116']}",,2261,1112,US,100 W. Lucerne CircleSuite 201,DACS-IX South,MCO,[],4167147,18339,3105
,['pdb'],25661,,Roseau,Latin America,http://www.danix.dm,-61.40000,"{'ipv4': ['206.43.141.0/24'], 'ipv6': []}",15.30000,,1561,DM,,DANIX,,['Dominica National Internet Exchange'],3575635,25661,3893
,['pdb'],1524,,,,https://www.dataix.eu,,"{'ipv4': ['178.18.230.0/24', '178.18.232.0/24', '178.18.233.0/24', '178.18.226.0/23', '178.18.228.0/23', '178.18.231.0/24', '178.18.235.0/24', '178.18.224.0/22', '178.18.236.0/22'], 'ipv6': ['2a03:5f80:4::/64', '2a03:5f80:4:1::/64', '2a03:5f80:4:2::/64', '2a03:5f80:7::/64']}",,,183,,,DATAIX,,['Global Network Managment Ltd'],,1524,358
,['he'],,,Frankfurt,Europe,https://www.dataix.eu,,"{'ipv4': [], 'ipv6': []}",,,1748,NL,,DATAIX,,[],,,
,['pdb'],1524,,Singapore,Asia-Pacific,https://www.dataix.eu,,"{'ipv4': ['178.18.234.0/24'], 'ipv6': ['2a03:5f80:4:3::/64']}",,,1749,SG,,DATAIX Singapore,,['DATA-IX Internet Exchange Singapore'],1880252,1524,4205
,"['pdb', 'he']",23644,Indonesia,,Asia Pacific,https://dci-indonesia.com/services/colocation,,"{'ipv4': ['103.142.206.0/23'], 'ipv6': ['2403:eec0:1:1::/64']}",,,1195,ID,,DCI-IX,,['DCI Indonesia Internet Exchange'],1649378,23644,3170
,"['pdb', 'he', 'pch']",26904,,,Asia-Pacific,https://www.de-cix.asia/,,"{'ipv4': ['103.162.254.0/24'], 'ipv6': ['2001:df6:480::/64']}",,2050,1422,,,"DE-CIX ASEAN (Singapore, Malaysia, Brunei)",JHB,"['DE-CIX ASEAN', 'DE-CIX ASEAN (Singapore, Malaysia, Brunei, Manila)']",,26904,3472
,"['pdb', 'he', 'pch']",1187,Barcelona,,Europe,https://www.de-cix.net/en/locations/barcelona,,"{'ipv4': ['185.1.119.0/24'], 'ipv6': ['2001:7f8:10a::/64']}",,2263,1349,ES,,DE-CIX Barcelona,,[],,1187,3446
,"['pdb', 'he', 'pch']",14750,,,Asia-Pacific,https://www.de-cix.in/locations/de-cix-chennai,,"{'ipv4': ['103.228.155.0/24', '103.228.174.0/24'], 'ipv6': ['2400:d180:68::/64']}",,2128,1010,IN,,DE-CIX Chennai,,[],,14750,2588
,"['pdb', 'he', 'pch']",1187,IL,,North America,https://www.de-cix.net/en/locations/united-states/chicago,,"{'ipv4': ['149.112.11.0/24'], 'ipv6': ['2001:504:102::/64']}",,2256,1307,US,,DE-CIX Chicago,,[],,1187,3378
2750,"['pdb', 'he']",1187,,Copenhagen,Europe,https://www.de-cix.net/en/locations/copenhagen,,"{'ipv4': ['185.0.4.0/24'], 'ipv6': ['2001:7f8:139::/64']}",,,1672,DK,Industriparken 20ABallerup,DE-CIX Copenhagen,,[],2618425,1187,4043
,"['pdb', 'he', 'pch']",1187,TX,,North America,https://www.de-cix.net/en/locations/dallas,,"{'ipv4': ['206.53.202.0/24'], 'ipv6': ['2001:504:61::/48', '2001:504:61::/64']}",,1935,184,US,,DE-CIX Dallas,DAL,[],,1187,1249
,"['pdb', 'he', 'pch']",14750,,,Asia-Pacific,https://www.de-cix.in/locations/de-cix-delhi,,"{'ipv4': ['103.228.154.0/24', '103.27.168.0/24'], 'ipv6': ['2400:d180:67::/64']}",,2129,1011,IN,,DE-CIX Delhi,,[],,14750,2587
,"['pdb', 'he', 'pch']",1187,,,Europe,https://www.de-cix.net/locations/dusseldorf,,"{'ipv4': ['185.1.170.0/23', '185.1.58.0/24'], 'ipv6': ['2001:7f8:9e::/64']}",,1919,185,DE,,DE-CIX Dusseldorf,,['DE-CIX Düsseldorf'],,1187,1214
6705,"['pdb', 'he']",1187,,Esbjerg,Europe,https://www.de-cix.net/en/locations/esbjerg,8.495221,"{'ipv4': ['185.0.17.0/24'], 'ipv6': ['2001:7f8:143::/64']}",55.510081,,1673,DK,Guldborgsundvej 14,DE-CIX Esbjerg,,[],2622447,1187,4069
,"['pdb', 'he', 'pch']",1187,,Frankfurt,Europe,https://www.de-cix.net/en/locations/germany/frankfurt,8.68000,"{'ipv4': ['80.81.192.0/21', '80.81.200.0/24'], 'ipv6': ['2001:7f8::/64', '2001:7f8:e1::/64']}",50.12000,83,207,DE,,Deutscher Commercial Internet Exchange DE-CIX Frankfurt,FRA,['DE-CIX Frankfurt'],2925533,1187,31
,"['pdb', 'he', 'pch']",1187,,,Europe,https://www.de-cix.net/locations/hamburg,,"{'ipv4': ['80.81.203.0/24', '185.1.210.0/23'], 'ipv6': ['2001:7f8:3d::/64']}",,88,186,DE,,DE-CIX Hamburg,HAM,[],,1187,74
,"['pdb', 'he']",1187,,,Europe,https://www.de-cix.net/en/locations/helsinki,,"{'ipv4': ['185.0.5.0/24'], 'ipv6': ['2001:7f8:13a::/64']}",,,1674,FI,,DE-CIX Helsinki,,[],,1187,4044
500081,"['pdb', 'he']",14750,,Hyderabad,Asia-Pacific,https://www.de-cix.in/,,"{'ipv4': ['103.184.198.0/24'], 'ipv6': ['2400:d180:72::/64']}",,,1790,IN,"Videsh Sanchar Bhavan, CFC-1, Software Units Layout",DE-CIX Hyderabad,,[],1269843,14750,4263
,"['pdb', 'he', 'pch']",1187,,,Europe,https://www.de-cix.net/locations/istanbul,,"{'ipv4': ['185.1.48.0/24'], 'ipv6': ['2001:7f8:3f::/64']}",,1895,187,TR,,DE-CIX Istanbul,IST,[],,1187,1150
,"['pdb', 'he', 'pch']",26904,Johor,Johor Bahru,Asia-Pacific,https://www.de-cix.net/en/locations/johor-bahru,,"{'ipv4': ['103.119.235.0/24'], 'ipv6': ['2403:4ac0:2::/64']}",,2317,882,MY,,DE-CIX Johor Bahru,JHB,[],1732752,26904,2279
700054,"['pdb', 'he', 'pch']",14750,West Bengal,Kolkata,Asia-Pacific,https://www.de-cix.net/en/locations/india/kolkata,,"{'ipv4': ['103.27.168.0/24', '103.228.172.0/24'], 'ipv6': ['2400:d180:69::/64']}",,2130,1012,IN,,DE-CIX Kolkata,,[],1275004,14750,2589
,"['pdb', 'he']",1187,,,Europe,https://www.de-cix.net/en/locations/kristiansand,,"{'ipv4': ['185.0.6.0/24'], 'ipv6': ['2001:7f8:13b::/64']}",,,1675,NO,,DE-CIX Kristiansand,,[],,1187,4042
,"['pdb', 'he', 'pch']",26904,,,Asia-Pacific,https://www.de-cix.net/en/locations/kuala-lumpur,,"{'ipv4': ['103.119.234.0/24'], 'ipv6': ['2403:4ac0:1::/64']}",,2257,1350,MY,,DE-CIX Kuala Lumpur,KUL2,[],,26904,3473
,"['pdb', 'he']",1187,,,Europe,https://www.de-cix.net/en/locations/leipzig,,"{'ipv4': ['185.1.245.0/24'], 'ipv6': ['2001:7f8:df::/64']}",,,1626,DE,,DE-CIX Leipzig,,[],,1187,4004
2685,"['pdb', 'he', 'pch']",1187,,Lisbon,Europe,https://www.de-cix.net/locations/lisbon,,"{'ipv4': ['185.1.131.0/24'], 'ipv6': ['2001:7f8:d5::/64']}",,2062,981,PT,Avenida Severiano Falcão 142685-378 Prior Velho,DE-CIX Lisbon,MAD,[],2267057,1187,2531
,"['pdb', 'he', 'pch']",1187,Madrid,,Europe,https://www.de-cix.net/locations/madrid/,,"{'ipv4': ['185.1.192.0/23', '185.1.68.0/24'], 'ipv6': ['2001:7f8:a0::/48', '2001:7f8:a0::/64']}",,1936,188,ES,,DE-CIX Madrid,MAD,[],,1187,1277
,"['pdb', 'he', 'pch']",26904,,,Asia-Pacific,https://www.de-cix.net/de/locations/malaysia,,"{'ipv4': ['103.119.232.0/23'], 'ipv6': ['2403:4ac0::/64']}",,2318,1351,MY,,DE-CIX Malaysia,JHB,[],,26904,3474
,"['pdb', 'he', 'pch']",1187,,Marseille,Europe,https://www.de-cix.net/locations/marseille,,"{'ipv4': ['185.1.47.0/24'], 'ipv6': ['2001:7f8:36::/64']}",,1894,189,FR,,DE-CIX Marseille,MRS,[],2995469,1187,1149
,"['pdb', 'he', 'pch']",14750,,,Asia-Pacific,https://www.de-cix.in/locations/de-cix-mumbai,,"{'ipv4': ['103.27.170.0/23'], 'ipv6': ['2401:7500:fff6::/64']}",,1842,515,IN,,DE-CIX Mumbai,"BOM, HYD",[],,14750,832
,"['pdb', 'he', 'pch']",1187,,,Europe,https://www.de-cix.net/locations/munich,,"{'ipv4': ['185.1.208.0/23', '80.81.202.0/24'], 'ipv6': ['2001:7f8:44::/64']}",,1271,190,,,DE-CIX Munich,,[],,1187,248
,"['pdb', 'he', 'pch']",1187,,,North America,https://www.de-cix.net/locations/new-york,,"{'ipv4': ['206.82.104.0/22', '206.130.10.0/24'], 'ipv6': ['2001:504:36::/64']}",,1778,191,US,,DE-CIX New York,LGA,[],,1187,804
,"['pdb', 'he']",1187,,,Europe,https://www.de-cix.net/en/locations/nordics,,"{'ipv4': ['185.0.8.0/24'], 'ipv6': ['2001:7f8:13e::/64']}",,,1676,,,DE-CIX Nordics,,[],,1187,4045
0598,"['pdb', 'he']",1187,,Oslo,Europe,https://www.de-cix.net/locations/oslo,,"{'ipv4': ['185.0.7.0/24'], 'ipv6': ['2001:7f8:13c::/64']}",,,1677,NO,Hans Møller Gasmanns vei 9,DE-CIX Oslo,,[],3143244,1187,4041
90146 ,"['pdb', 'he', 'pch']",1187,,Palermo,Europe,https://www.de-cix.net/locations/palermo,,"{'ipv4': ['185.1.46.0/24'], 'ipv6': ['2001:7f8:32::/64']}",,1890,192,IT,"Via Ugo La Malfa, 99",DE-CIX Palermo,,[],2523920,1187,1131
,"['pdb', 'he']",26904,,Penang,Asia Pacific,https://www.de-cix.net/en/locations/penang,,"{'ipv4': ['103.10.57.0/24'], 'ipv6': ['2001:deb:c001::/64']}",,,1791,MY,,DE-CIX Penang,,"['Penang IX powered by DE-CIX', 'Penang IX']",1735106,26904,4269
,"['pdb', 'he']",1187,,,North America,https://www.de-cix.net/en/locations/phoenix,,"{'ipv4': ['149.112.27.0/24'], 'ipv6': ['2001:504:116::/64']}",,,1474,US,,DE-CIX Phoenix,,[],,1187,3775
,"['pdb', 'he', 'pch']",1187,VA,,North America,https://www.de-cix.net/locations/richmond,,"{'ipv4': ['206.53.137.0/24'], 'ipv6': ['2001:504:44::/64']}",,1893,690,US,,DE-CIX Richmond,RIC,[],,1187,1002
,['he'],,,Singapore,Asia-Pacific,https://www.de-cix.net/en/locations/singapore,103.98000,"{'ipv4': ['103.159.71.0/24'], 'ipv6': ['2001:df5:7880::/64']}",1.37000,,1627,SG,,DE-CIX Singapore,,[],1880252,,
,"['pdb', 'he', 'pch']",10602,MI,,North America,http://www.detroitix.com,,"{'ipv4': ['209.124.52.0/24', '209.124.52.0/23'], 'ipv6': ['2067:f790:100::/64', '2607:f790:100::/64']}",,1905,193,US,,DET-IX,DTW,"['DET-iX', 'Detroit Internet Exchange']",,10602,1006
,['he'],,,Copenhagen,Europe,http://www.dix.dk/,12.57000,"{'ipv4': ['192.38.7.0/24', '185.1.57.0/25', '185.1.57.128/25'], 'ipv6': ['2001:7f8:1f::/48']}",55.67000,,195,DK,,DIX,,[],2618425,,
,"['pdb', 'he', 'pch']",8329,,Donetsk,Europe,http://ix.dn.ua,37.75000,"{'ipv4': ['193.34.203.0/25', '193.34.203.0/24'], 'ipv6': ['2001:7f8:55::/64']}",48.08000,897,218,UA,,Donetsk Internet Exchange,,"['Donetsk Internet eXchange', 'DN-IX']",709717,8329,766
,['he'],,,Santiago,North America,https://stix.do,,"{'ipv4': ['45.5.11.0/24', '45.68.40.0/24'], 'ipv6': ['2803:9c0:100:100::/64', '2801:19:b800::/64']}",,,1792,DO,,DO-STIX,,[],3492914,,
,"['pdb', 'he']",727,,Dunedin,Australia,"['http://wix.nzix.net/dpe.html', 'http://www.nzix.net/dpe.html']",,"{'ipv4': ['218.100.23.0/24'], 'ipv6': ['2001:7fa:3:5f40::/64']}",,,196,NZ,,DPE,,['Dunedin Peering Exchange'],2191562,727,1837
96819,"['pdb', 'he', 'pch']",5311,HI,Honolulu,North America,http://www.drfortress.com,-157.83000,"{'ipv4': ['206.197.210.0/25', '206.197.210.0/24'], 'ipv6': ['2606:7c80:3375:50::/64']}",21.30000,592,197,US,3375 Koapaka St,DRFxchange,,"['DRFortress Exchange', 'DRF IX']",5856195,5311,267
020335,"['pdb', 'pch']",28631,,Bucharest,Europe,https://ix.dreamserver.ro,26.13000,"{'ipv4': ['185.0.0.0/24', '212.81.56.0/24'], 'ipv6': ['2001:7f8:133::/64', '2a10:fa80:56::/64']}",44.50000,2267,1353,RO,"6-A, Dimitrie Pompeiu Blvd.",DreamServer.ro,,"['DreamServer InternetExchange', 'DSIX']",683506,28631,3477
,['he'],,,Bucharest,Europe,https://ix.dreamserver.ro,26.13000,"{'ipv4': ['212.81.56.0/24', '185.0.0.0/24'], 'ipv6': ['2a10:fa80:56::/64', '2001:7f8:133::/64']}",44.50000,,1678,RO,,DSIX,,[],683506,,
,"['pdb', 'pch']",20021,,Chita,Europe,http://dv-ix.ru,113.47120,"{'ipv4': ['185.1.118.0/24'], 'ipv6': []}",52.05150,2191,864,RU,,DV-IX,,[],2025339,20021,2207
,"['pdb', 'pch']",14520,,,Europe,http://www.dix.dk/,,"{'ipv4': ['192.38.7.0/24', '185.1.57.0/25', '185.1.57.128/25'], 'ipv6': ['2001:7f8:1f::/48', '2001:7f8:1f::/64', '2001:7f8:1f:1500::/64', '2001:7f8:1f:9000::/64']}",,56,198,DK,,Danish Internet Exchange,,['DIX'],,14520,78
,['pdb'],26067,,Columbia,,https://dartpoints.com/solutions/edge-interconnection/internet-exchange,,"{'ipv4': ['209.173.150.0/24'], 'ipv6': []}",,,1562,US,,Dartpoints Bridge-IX Columbia,,[],4575352,26067,3785
,['pdb'],26067,,Dublin,,https://dartpoints.com/solutions/edge-interconnection/internet-exchange,,"{'ipv4': ['216.59.36.0/24'], 'ipv6': []}",,,1563,US,,Dartpoints Bridge-IX Dublin,,[],5344157,26067,3786
,['pdb'],26067,,North Liberty,,https://dartpoints.com/solutions/edge-interconnection/internet-exchange,,"{'ipv4': ['216.59.37.0/24'], 'ipv6': []}",,,1564,US,,Dartpoints Bridge-IX North Liberty,,[],4869195,26067,3787
,['pch'],,,Khabarovsk,Europe,,135.06630,"{'ipv4': [], 'ipv6': []}",48.50270,1862,199,RU,,DataIX Khabarovsk,,[],2022890,,
,['pch'],,,Moscow,Europe,,37.60000,"{'ipv4': [], 'ipv6': []}",55.75000,1270,200,RU,,DataIX Moscow,,[],524901,,
,['pch'],,,Novosibirsk,Europe,,82.90000,"{'ipv4': [], 'ipv6': []}",55.03000,1861,201,RU,,DataIX Novosibirsk,,[],1496747,,
,['pch'],,,St. Petersburg,Europe,,30.30000,"{'ipv4': [], 'ipv6': []}",59.93000,1269,202,RU,,DataIX St Petersburg,LED,[],498817,,
,['pch'],,,Ufa,Europe,,55.97210,"{'ipv4': [], 'ipv6': []}",54.73880,1860,203,RU,,DataIX Ufa,,[],479561,,
,"['pdb', 'he', 'pch']",11419,,Moscow,Europe,http://www.dtln.ru/en/services/telecom/dataline-ix,,"{'ipv4': ['185.1.52.0/24'], 'ipv6': ['2001:7f8:62:52::/64']}",,1980,204,RU,,DataLine-IX,,[],524901,11419,1387
,"['pdb', 'he']",29216,CO,,North America,https://www.denverix.com,,"{'ipv4': ['149.112.18.0/24'], 'ipv6': ['2001:504:109::/64']}",,,1354,US,,Denver IX,,[],,29216,3496
,['pch'],,,Denver,North America,,-105.00000,"{'ipv4': ['149.112.18.0/24'], 'ipv6': ['2001:504:109::/48']}",39.75000,2264,1355,US,,Denver Internet Exchange,,[],5419384,,
,"['pdb', 'he', 'pch']",15749,,,North America,http://www.desmoinesix.net,,"{'ipv4': ['149.112.17.0/24'], 'ipv6': ['2001:504:110::/64']}",,2294,1392,US,,DesMoines Internet eXchange,,['DesMoinesIX'],,15749,3560
,"['pdb', 'he']",29677,Indonesia,,Asia-Pacific,https://www.digitaledgedc.com/products/interconnect,,"{'ipv4': ['202.159.50.0/23'], 'ipv6': ['2402:ac00:de00:de00::/64']}",,,1679,ID,,Digital Edge EPIX Jakarta,,['EPIX Jakarta'],1642911,29677,4047
,"['pdb', 'he']",29677,,,Asia-Pacific,https://www.digitaledgedc.com/products/interconnect,,"{'ipv4': ['103.167.230.0/23'], 'ipv6': ['2407:77c0:de00:de00::/64']}",,,1710,PH,,Digital Edge EPIX Philippines,,[],1701668,29677,4149
,"['pdb', 'he']",8592,,,North America,https://ix.digitalrealty.com,,"{'ipv4': ['206.83.10.0/24'], 'ipv6': ['2001:504:17:10::/64']}",,,982,US,,Digital Realty Ashburn,,['Digital Realty Ashburn Internet Exchange'],,8592,2572
30303,"['pdb', 'pch']",8592,GA,Atlanta,North America,https://ix.digitalrealty.com,,"{'ipv4': ['198.32.132.0/24'], 'ipv6': ['2001:478:132::/48', '2001:478:132::/64']}",,1875,208,US,,Digital Realty Atlanta Internet Exchange,ATL,['Digital Realty Atlanta'],4180439,8592,22
,"['pdb', 'he']",8592,IL,,North America,https://ix.digitalrealty.com,,"{'ipv4': ['206.83.11.0/24'], 'ipv6': ['2001:504:17:11::/64']}",,,983,US,,Digital Realty Chicago,,[],,8592,2551
,"['pdb', 'he', 'pch']",8592,TX,,North America,https://ix.digitalrealty.com,,"{'ipv4': ['206.126.114.0/24'], 'ipv6': ['2001:504:17:114::/64']}",,1206,209,US,,Digital Realty Dallas Internet Exchange,DFW,"['Digital Realty | Telx Dallas', 'Digital Realty Dallas']",,8592,322
,"['pdb', 'he', 'pch']",8592,,,North America,https://ix.digitalrealty.com,,"{'ipv4': ['206.126.115.0/24'], 'ipv6': ['2001:504:17:115::/64']}",,1149,210,US,,Digital Realty New York Internet Exchange,LGA,"['Digital Realty New York', 'Digital Realty | Telx New York']",,8592,325
85004,"['pdb', 'he', 'pch']",8592,AZ,Phoenix,North America,http://ix.digitalrealty.com,,"{'ipv4': ['198.32.186.0/24'], 'ipv6': ['2001:478:186::/64']}",,946,211,US,120 East Van Buren Street,Digital Realty Phoenix Internet Exchange,PHX,"['Digital Realty | Telx Phoenix', 'Digital Realty Phoenix']",5308655,8592,256
,['he'],,,Atlanta,North America,https://ix.digitalrealty.com,-84.40000,"{'ipv4': ['198.32.132.0/24'], 'ipv6': ['2001:478:132::/64']}",33.86000,,212,US,,Digital Realty | Telx Atlanta,,[],4180439,,
,"['pdb', 'he', 'pch']",13127,,,Europe,https://dtel-ix.net/en/,,"{'ipv4': ['193.25.180.0/23'], 'ipv6': ['2001:7f8:63::/48', '2001:7f8:63::/64']}",,1240,213,UA,,Digital Telecom Internet Exchange,,['DTEL-IX'],703448,13127,327
,['he'],,,Djibouti City,Africa,http://www.djiboutidatacenter.com/,42.59030,"{'ipv4': ['196.223.38.0/24'], 'ipv6': ['2001:43f8:9c1:1::/64', '2001:43f8:9c0:1000::/64']}",11.82510,,215,DJ,,DjIX,,[],223817,,
,"['pdb', 'pch']",9027,,,Africa,http://www.djiboutidatacenter.com/,,"{'ipv4': ['196.223.38.0/24'], 'ipv6': ['2001:43f8:9c1:1::/64']}",,1929,214,DJ,,Djibouti Internet Exchange,JIB,"['DjIX', 'The Djibouti Internet Exchange']",223817,9027,967
,"['pdb', 'he', 'pch']",14913,,Dodoma,Africa,https://www.tix.or.tz/dixp/,35.79500,"{'ipv4': ['196.60.50.0/24'], 'ipv6': ['2001:43f8:0:400::/64']}",-6.20600,1911,934,TZ,,Dodoma Internet Exchange Point,DOD,"['TIX Tanzania - Dodoma', 'TIX Tanzania - Dodoma IXP', 'Dodoma Internet Exchange Point - DIXP']",160196,14913,2624
,['pch'],,,Roseau,Latin America,,-61.40000,"{'ipv4': ['206.53.141.0/27'], 'ipv6': []}",15.30000,1364,217,DM,,Dominica National Internet Exchange Point,DOM,[],3575635,,
44143,"['pdb', 'he', 'pch']",5031,,Dortmund,Europe,https://www.do-ix.net,,"{'ipv4': ['185.1.18.0/24'], 'ipv6': ['2001:67c:2b9c::/48']}",,1856,219,DE,Im Spaehenfelde 51,Dortmund Internet exchange,DTM,"['DO-IX', 'Dortmund Internet eXchange']",2935517,5031,762
,"['pdb', 'he', 'pch']",27228,Littoral,Douala,Africa,https://www.douala-ix.net,,"{'ipv4': ['196.60.84.0/24'], 'ipv6': ['2001:43fd:c000:d0a1::/64', '2001:43fd:c000::/64']}",,2350,1423,CM,"Rue 1033, port de douala, BonanjoImmeuble SCI Chimede",Douala Internet Exchange,,['Douala-IX'],2232593,27228,3561
,"['pdb', 'he', 'pch']",288,,,Africa,https://www.inx.net.za/,,"{'ipv4': ['196.223.30.0/23'], 'ipv6': ['2001:43f8:1f2::/64']}",,1362,220,ZA,,Durban Internet eXchange,DUR,"['DINX', 'Durban Internet Exchange']",,288,610
,"['pdb', 'he']",7766,,,Africa,https://eg-ix.com.eg/,,"{'ipv4': ['196.60.86.0/24'], 'ipv6': ['2001:43f8:41::/64']}",,,1565,EG,,EG-IX,,"['Egypt Internet Exchange ""EG-IX""']",,7766,3812
,"['pdb', 'he']",33109,,Elche,Europe,https://ix.mario.gdn/,,"{'ipv4': [], 'ipv6': ['2a0e:46c4:28c0:b00b::/64']}",,,1680,ES,,ELX-IX,,['Elche Internet Exchange'],2518559,33109,4064
,['he'],,,Fremont,North America,http://ix.daoport.net,-122.00044,"{'ipv4': ['31.41.34.192/26', '193.34.193.128/25'], 'ipv6': ['2a12:3fc3::/64', '2001:7f8:135::/64']}",37.56283,,1750,US,,EO-IX,,[],5350734,,
,"['pdb', 'he', 'pch']",16815,,,Europe,http://www.epix.net.pl/,,"{'ipv4': ['178.216.40.0/21', '195.191.170.0/23'], 'ipv6': ['2001:7f8:5b::/64']}",,2022,221,PL,,EPIX Katowice,,"['EPIX.Katowice', 'Stowarzyszenie na Rzecz Rozwoju Spoleczenstwa Informacyjnego e-Poludnie']",,16815,491
,['he'],,,Warsaw,Europe,http://www.epix.net.pl/,21.00000,"{'ipv4': ['91.212.9.0/24', '89.46.144.0/21'], 'ipv6': ['2001:678:3ac::/48']}",52.23000,,1566,PL,,EPIX Warsaw,,[],756135,,
61-248,"['pdb', 'he']",16815,,Poznan,Europe,https://www.epix.net.pl,,"{'ipv4': ['195.191.170.0/23'], 'ipv6': ['2a10:f780::/64']}",,,1424,PL,ul. Adama Kręglewskiego 11,EPIX.Poznan,,[],3088171,16815,3594
,"['pdb', 'pch']",16815,Masovian Voivodeship,Warsaw,Europe,http://www.epix.net.pl/,,"{'ipv4': ['89.46.144.0/21'], 'ipv6': ['2001:7f8:69::/64', '2001:678:3ac::/48']}",,2023,223,PL,,EPIX.Warszawa-KIX,,['EPIX'],756135,16815,474
,"['pdb', 'he', 'pch']",21927,,,Europe,https://www.era-ix.com/,,"{'ipv4': ['185.1.240.0/24'], 'ipv6': ['2001:7f8:12a::/64']}",,2303,1476,NL,,ERA-IX Amsterdam,,['ERA-IX'],,21927,3789
,"['pdb', 'he']",136,,,Europe,http://www.espanix.net,,"{'ipv4': ['193.149.1.0/24'], 'ipv6': ['2001:7f8:f::/64']}",,,224,ES,,ESPANIX Madrid Lower LAN,,"['Espanix Lower LAN 2', 'ESPANIX Lower LAN']",,136,63
,"['pdb', 'he']",136,,,Europe,http://www.espanix.net,,"{'ipv4': ['185.79.175.0/24'], 'ipv6': ['2001:7f8:f:1::/64']}",,,225,ES,,ESPANIX Madrid Upper LAN,,"['ESPANIX Upper LAN', 'Espanix Upper LAN 2']",,136,1146
,"['pdb', 'he']",24424,,,North America,https://evix.org,,"{'ipv4': ['206.81.104.0/24'], 'ipv6': ['2602:fed2:fff:ffff::/64']}",,,866,,,EVIX,,['Experimental Virtual Internet Exchange'],,24424,2274
,"['pdb', 'he', 'pch']",6629,,Niigata,Asia-Pacific,http://www.echigo-ix.jp/,139.05000,"{'ipv4': ['58.84.254.0/23', '117.102.169.0/24', '58.84.254.0/24'], 'ipv6': ['2402:a800:fff0::/64', '2400:e000:105::/64']}",37.92000,1857,226,JP,,Echigo-IX,,['Echigo Internet Exchange'],1855431,6629,602
