zipcode,sources,pdb_org_id,state,city,region,url,longitude,prefixes,latitude,pch_id,ix_id,country,address,name,iata,alternatenames,geo_id,org_id,pdb_id
,"['pdb', 'he']",19041,,Nuremberg,Europe,https://www.ixp.cat,11.08000,"{'ipv4': [], 'ipv6': ['2a0c:3b80:4040:4445::/64']}",49.50000,,1050,DE,,IXP NUR,,[],2861650,19041,2706
,"['pdb', 'he', 'pch']",17725,,Windhoek,Africa,http://ixp.org.na/,17.08514,"{'ipv4': ['196.223.35.0/24', '196.49.2.0/24'], 'ipv6': []}",-22.56429,1784,838,NA,,Windhoek IXP,WDH,"['Windhoek Internet Exchange Point', 'IXP Namibia']",3352136,17725,922
,['he'],,,Vaduz,Europe,https://www.ixp.cat,,"{'ipv4': [], 'ipv6': ['2001:7f8:d0:4c49::/64', '2001:7f8:d0:4652::/64', '2a0c:3b80:4040:4652::/64']}",,,1432,LI,,IXP STR,,[],3042030,,
,"['pdb', 'he']",19041,,London,Europe,https://www.ixp.cat,-0.45000,"{'ipv4': [], 'ipv6': ['2a0c:3b80:4040:4742::/64', '2001:7f8:d0:4742::/64']}",51.48000,,1049,GB,,IXP UK LON,,"['Internet Exchange Point - London', 'IXP LON']",2643743,19041,2704
,"['pdb', 'he']",19041,,Fremont,North America,https://www.ixp.cat,-122.00044,"{'ipv4': [], 'ipv6': ['2a0c:3b80:4040:5553::/64', '2001:7f8:d0:5553::/64']}",37.56283,,1314,US,,IXP US FRE,,['IXP LEN'],5350734,19041,2746
,"['pdb', 'pch']",30440,,San Salvador,Latin America,https://ixsal.sv,-89.19000,"{'ipv4': ['168.243.16.0/24'], 'ipv6': ['2800:90:16::/64']}",13.69000,621,1433,SV,,IXP de El Salvador,,"['IXSal (Punto de Intercambio de Tráfico de Internet de El Salvador)', 'IXSal']",3583361,30440,3626
,"['pdb', 'he', 'pch']",21637,,Conakry,Africa,http://www.ixp-guinee.org.gn,-13.71942,"{'ipv4': ['196.60.61.0/24', '196.60.38.0/24', '196.49.64.0/24'], 'ipv6': []}",9.63454,2070,988,GN,,IXP-GUINEE,CKY,"[""Association pour la Gestion du Point d'Echange Internet National""]",2422465,21637,2520
,"['pdb', 'he', 'pch']",19337,,Tegucigalpa,Latin America,http://www.ixp.hn/,-87.19210,"{'ipv4': ['181.210.17.0/24'], 'ipv6': []}",14.07230,1903,366,HN,,IXP-HN Puntos de Intercambio de Tráfico – Honduras,TGU,"['Internet Exchange Point Honduras', 'IXP-HN']",3600949,19337,1123
,['he'],,,LA PAZ,South America,https://ixp.MegaLink.com,,"{'ipv4': [], 'ipv6': []}",,,367,"Bolivia, Plurinational State of",,IXP-MegaLink,,[],,,
,"['pdb', 'he']",29487,,Carolina,North America,https://ixp-pr.com/,,"{'ipv4': ['23.133.120.0/24'], 'ipv6': ['2606:2ac0:8000::/64']}",,,1632,PR,,IXP-PR,,[],4563243,29487,3986
,"['pdb', 'he', 'pch']",18109,Ciudad de Mexico,Ciudad de Mexico,Latin America,https://www.ixp.mx,-99.12140,"{'ipv4': ['201.131.204.0/24'], 'ipv6': ['2806:239::/64', '2806:239::/48']}",19.45105,1844,368,MX,,IXP.MX - Mexico City,MEX,"['IXP.MX', 'Mexico IXP']",3530597,18109,2066
,"['pdb', 'pch']",18109,Queretaro,,Latin America,https://ixp.mx,,"{'ipv4': ['201.131.206.0/24'], 'ipv6': ['2806:239:206::/64']}",,2327,1252,MX,,IXP.MX - Querétaro,,['Querétaro IXP'],,18109,3261
,"['pdb', 'he', 'pch']",19667,,,Europe,http://ixp.mk,,"{'ipv4': ['185.1.121.0/24'], 'ipv6': ['2001:7f8:cb:dcbb::/64']}",,2123,880,,,IXP.mk,SKP,['Faculty of Computer Science and Engineering - IXP.mk'],,19667,2276
,"['he', 'pch']",,,Zhuhai,Asia-Pacific,https://ixp.moe,113.57318,"{'ipv4': [], 'ipv6': ['2405:84c0:ff59:2222::/64']}",22.27945,2269,1315,CN,,IXPMOE Internet Exchange Point,,['IXPMOE-ZUH'],1790437,,
,"['pdb', 'he', 'pch']",14391,,Abuja,Africa,http://www.ixp.net.ng,7.00000,"{'ipv4': ['196.216.150.0/25', '196.216.150.0/24'], 'ipv6': ['2001:43f8:bb1:150::/64']}",9.25000,1884,369,NG,,Internet Exchange Point of Nigeria - Abuja,,"['IXPN Abuja', 'Internet exchange Point of Nigeria, Abuja']",2352778,14391,1870
,"['pdb', 'he']",14391,,Kano,Africa,http://www.ixp.net.ng,,"{'ipv4': ['196.216.150.128/25', '196.216.149.0/24'], 'ipv6': ['2001:43f8:bb1:150::/64']}",,,938,NG,,IXPN Kano,,[],2335204,14391,2414
,"['pdb', 'he']",27099,,Hangzhou,Asia-Pacific,http://ixp.su,120.17000,"{'ipv4': ['178.236.227.0/24'], 'ipv6': ['2406:840:e240:1::/64']}",30.23000,,1417,CN,,IXPSU Hangzhou,,"['Internet Exchange Point SU Hangzhou by HUIZE LTD', 'Wut Exchange']",1808926,27099,3543
,['pdb'],17673,,Europe,,https://ixplay.global,,"{'ipv4': [], 'ipv6': []}",,,1574,ES,,IXPlay Frankfurt,,['IXPlay Global Peers'],,17673,3797
,"['pdb', 'he']",17673,,,Europe,https://ixplay.global,,"{'ipv4': ['185.1.90.0/24'], 'ipv6': ['2001:7f8:b2::/64']}",,,1202,,,IXPlay Madrid,,['IXPlay Peers'],,17673,3149
,"['pdb', 'he']",17673,,Paris,Europe,https://ixplay.es,2.33000,"{'ipv4': ['185.1.242.0/24'], 'ipv6': []}",48.80000,,1575,FR,,IXPlay Paris,,[],2988507,17673,3795
,"['pdb', 'he']",22414,,,Latin America,https://www.ixrr.com.br/,,"{'ipv4': ['140.99.192.192/26'], 'ipv6': ['2804:5984:bf00:11::/64']}",,,1576,BR,,IXRR Internet Exchange Amazonas,,[],,22414,3891
,"['pdb', 'he']",22414,,,South America,https://www.ixrr.com.br/,,"{'ipv4': ['45.169.161.112/28', '45.188.207.240/28', '45.188.206.240/28'], 'ipv6': ['2804:5984:8700::/64', '2804:5984:bf00:10::/64']}",,,1254,BR,,IXRR Internet Exchange Roraima,,[],,22414,3230
,['he'],,,Merida,Latin America,https://ixsy.org.mx/,-89.58268,"{'ipv4': ['45.164.108.0/22'], 'ipv6': ['2806:30c:2021:110::/64']}",21.00829,,1401,MX,,IXSY,,[],3523349,,
,['pch'],,,Edinburgh,Europe,,-3.17000,"{'ipv4': ['195.66.246.0/24'], 'ipv6': ['2001:7f8:4:3::/128']}",55.92000,1701,372,GB,,IXScotland powered by LINX,EDI,[],2650225,,
,"['pdb', 'he']",33284,,,Europe,https://impart-ix.net,,"{'ipv4': ['185.0.34.0/24', '193.201.148.128/26', '185.0.34.32/27'], 'ipv6': ['2001:7f8:145:1001::/64', '2001:7f8:145:2001::/64', '2001:7f8:145:1002::/64']}",,,1760,,,Impart IX,,['Impart Internet Exchange'],,33284,4185
,"['pdb', 'he']",20422,,,Asia Pacific,https://www.india-ix.net,,"{'ipv4': ['137.59.55.0/24'], 'ipv6': ['2001:df4:5c80:3::/64']}",,,1402,IN,,India Internet Exchange,,[],,20422,3548
,['pdb'],24751,,Jakarta,Asia-Pacific,http://iix.net.id,106.82944,"{'ipv4': ['103.102.112.0/22'], 'ipv6': []}",-6.17444,,1797,ID,,Indonesia Internet Exchange,,[],1642911,24751,4256
,"['pdb', 'he', 'pch']",15198,,,Asia-Pacific,https://iix.net.id,,"{'ipv4': ['103.28.74.0/23', '218.100.4.0/24', '123.108.8.0/21'], 'ipv6': ['2001:7fa:2::/64', '2001:7fa:2:5::/64']}",,110,374,ID,,Indonesian Internet Exchange,JKT,"['IIX', 'Indonesia Internet Exchange', 'IIX-Jakarta']",,15198,210
,['pdb'],14169,,,Asia-Pacific,https://instalinks.in,,"{'ipv4': ['103.171.204.0/24'], 'ipv6': []}",,,1448,IN,,Insta-IX Delhi,,[],,14169,3675
,"['pdb', 'he']",17803,,Panama City,Latin America,http://intered.org.pa,-79.53000,"{'ipv4': ['179.0.201.0/24', '179.0.200.0/24'], 'ipv6': ['2801:17:c000:201::/64']}",8.97000,,1255,PA,,InteRed Panama,,[],3703443,17803,1896
,"['pdb', 'he']",26582,,Adelaide,Asia-Pacific,https://interaus.com.au,138.52000,"{'ipv4': [], 'ipv6': ['2407:c280:aaaa:5000::/64']}",-34.93000,,1204,AU,,InterAUS - Adelaide IX,,['InterAUS Adelaide: Australia Community Internet Exchange'],2078025,26582,3208
,"['pdb', 'he']",26582,,Brisbane,Asia-Pacific,https://interaus.com.au,153.10001,"{'ipv4': [], 'ipv6': ['2407:c280:aaaa:4000::/64']}",-27.38000,,1206,AU,,InterAUS - Brisbane IX,,['InterAUS Brisbane: Australia Community Internet Exchange'],2174003,26582,3205
,"['pdb', 'he']",26582,,Canberra,Asia-Pacific,https://interaus.com.au,149.17999,"{'ipv4': [], 'ipv6': ['2407:c280:aaaa:2600::/64']}",-35.30000,,1208,AU,,InterAUS - Canberra IX,,['InterAUS Canberra: Australia Community Internet Exchange'],2172517,26582,3207
,"['pdb', 'he']",26582,,Hobart,Asia-Pacific,https://interaus.com.au,147.48000,"{'ipv4': [], 'ipv6': ['2407:c280:aaaa:7000::/64']}",-42.83000,,1210,AU,,InterAUS - Hobart IX,,['InterAUS Hobart: Australia Community Internet Exchange'],2163355,26582,3209
,"['pdb', 'he']",26582,,Melbourne,Asia-Pacific,https://interaus.com.au,144.97000,"{'ipv4': [], 'ipv6': ['2407:c280:aaaa:3000::/64']}",-37.82000,,1212,AU,,InterAUS - Melbourne IX,,['InterAUS Melbourne: Australia Community Internet Exchange'],2158177,26582,3204
,"['pdb', 'he']",26582,,Perth,Asia-Pacific,https://interaus.com.au,115.95000,"{'ipv4': [], 'ipv6': ['2407:c280:aaaa:6000::/64']}",-31.93000,,1214,AU,,InterAUS - Perth IX,,['InterAUS Perth: Australia Community Internet Exchange'],2063523,26582,3206
,"['pdb', 'he']",26582,,Sydney,Asia-Pacific,https://interaus.com.au,151.17999,"{'ipv4': [], 'ipv6': ['2407:c280:aaaa:2000::/64']}",-33.95000,,1216,AU,,InterAUS - Sydney IX,,['InterAUS Sydney: Australia Community Internet Exchange'],2147714,26582,3203
,"['pdb', 'he']",33369,,,Europe,https://www.inter-ix.net/,,"{'ipv4': ['185.0.1.0/24'], 'ipv6': ['2001:7f8:134::/64']}",,,1633,,,InterIX,,"['InterIX Internet Exchange Amsterdam', 'INTERIX']",,33369,3990
,['pch'],,,Bucharest,Europe,,26.13000,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64::/48']}",44.50000,804,378,RO,,InterLAN-IX,OTP,[],683506,,
,"['pdb', 'he']",591,,,Europe,https://www.interlan.ro/en/,,"{'ipv4': ['86.104.125.0/24'], 'ipv6': ['2001:7f8:64:225::/64']}",,,377,,,InterLAN-IX,,"['InterLAN Internet Exchange Romania', 'InterLAN']",,591,270
,"['pdb', 'he', 'pch']",13253,,,North America,https://ix-denver.org,,"{'ipv4': ['206.53.175.0/24'], 'ipv6': ['2001:504:58::/64']}",,1901,347,US,,Interconnection eXchange Denver,DEN,['IX-Denver'],,13253,1207
,['pch'],,,Panama City,Latin America,,-79.53000,"{'ipv4': ['179.0.201.0/24'], 'ipv6': ['2801:17:c000:201::/64']}",8.97000,176,379,PA,,Intered Panamá,PTY,[],3703443,,
,['pch'],,,Kutaisi,Europe,,,"{'ipv4': ['185.1.224.0/24'], 'ipv6': ['2001:7f8:11e::/64']}",,2334,1761,GE,,Internet Exchange Association of Georgia-Kutaisi,,[],613607,,
,"['pdb', 'he', 'pch']",30927,Tbilisi,,Europe,https://ixp.ge,,"{'ipv4': ['185.1.224.0/24'], 'ipv6': ['2001:7f8:11e::/64']}",,2333,1447,GE,,Internet Exchange Association of Georgia-Tbilisi,,['IXP.ge'],,30927,3674
,"['pdb', 'he', 'pch']",19739,OK,,North America,https://www.iX-OKC.net,,"{'ipv4': ['206.81.109.0/24'], 'ipv6': ['2001:504:92::/64']}",,2215,1006,US,,Internet Exchange Oklahoma City,,['iX-OKC'],4544349,19739,2564
,"['pdb', 'he', 'pch']",14391,,,Africa,http://www.ixp.net.ng,,"{'ipv4': ['196.216.148.0/24'], 'ipv6': ['2001:43f8:bb1::/64']}",,616,370,NG,,Internet Exchange Point of Nigeria - Lagos,LOS,"['IXPN Lagos', 'Internet Exchange Point of Nigeria']",,14391,488
,"['pdb', 'pch']",14391,,Port Harcourt,Africa,http://www.ixp.net.ng,6.96351,"{'ipv4': ['196.216.151.0/24'], 'ipv6': ['2001:43f8:bb1:151::/64']}",4.82416,1885,939,NG,,Internet Exchange Point of Nigeria - Port Harcourt,,"['Internet Exchange Point of Nigeria, Port Harcourt', 'IXPN Port Harcourt']",2324774,14391,2415
,"['pdb', 'pch']",28725,Yucatán,,Latin America,https://ixsy.org.mx/,,"{'ipv4': ['45.164.110.0/24', '45.164.108.0/22'], 'ipv6': ['2806:30c:2021:110::/64']}",,2245,1363,MX,,Internet Exchange Services Yucatan,,"['IXSY', 'Internet Exchange Services Yucatán']",3523349,28725,3449
,['pch'],,,Dublin,Europe,,-6.25000,"{'ipv4': ['194.88.240.0/25', '185.6.36.0/23'], 'ipv6': ['2001:7f8:18::/64', '2001:7f8:18:12::/64']}",53.33000,116,381,IE,,Internet Neutral Exchange Association Limited,DUB,[],2964574,,
,"['pdb', 'he', 'pch']",32448,,Dhaka,Asia-Pacific,https://www.ispabix.org.bd/,90.38000,"{'ipv4': ['103.161.216.0/23'], 'ipv6': ['2407:840:1:800::/64']}",23.77000,2305,1560,BD,,Internet Service Providers Association of Bangladesh,DAC2,"['Bangladesh Internet Service Provider Internet Exchange Trust', 'ISPAB-NIX']",1185241,32448,3903
,"['pdb', 'pch']",27828,,Santo Domingo,Latin America,http://ix.do,-69.88000,"{'ipv4': ['45.184.132.0/24'], 'ipv6': []}",18.43000,2280,1313,DO,,Internet Traffic Exchange Point of the Dominican Republic,,"['PUNTO DE INTERCAMBIO DE TRAFICO DE INTERNET DE LA REPUBLICA DOMINICANA', 'IX-DO']",3492908,27828,3342
,"['pdb', 'he', 'pch']",509,,,Europe,https://ixpmanager.ixor.se,,"{'ipv4': ['193.243.183.64/26'], 'ipv6': ['2001:7f8:53::/48']}",,879,382,SE,,Internet exchange point of the Oresund Region,,"['Internet eXchange of the Oresund Region', 'IXOR']",,509,231
,['pch'],,,Kuching,Asia-Pacific,,,"{'ipv4': ['202.88.42.0/24'], 'ipv6': ['2400:1560:6::/64']}",,2349,1798,MY,,Irix,,[],1735634,,
,['pch'],,,Istanbul,Europe,,28.82000,"{'ipv4': ['185.1.202.0/24'], 'ipv6': ['2001:7f8:10e::/48']}",40.97000,1187,1403,TR,,Istanbul Internet Exchange,SAW,[],745044,,
,"['pdb', 'he', 'pch']",2386,,,,https://www.jastel.co.th,,"{'ipv4': ['167.179.252.0/23'], 'ipv6': ['2404:4a00:6501::/64']}",,1828,1217,,,JASTEL IX,,"['JasTel Internet Exchange', 'JTIX']",,2386,3156
21413,"['pdb', 'he', 'pch']",791,,Jeddah,Europe,https://www.jedix.net,,"{'ipv4': ['185.1.126.0/24'], 'ipv6': ['2001:7f8:d1::/64']}",,2121,1019,SA,"Al-Nuzlah,",JEDIX by Linx,,"['JEDIX', 'Jeddah Internet Exchange']",105343,791,2628
,['he'],,,Johannesburg,Africa,https://www.inx.net.za,28.23000,"{'ipv4': ['196.223.14.0/24', '196.223.15.0/24', '196.60.96.0/23'], 'ipv6': ['2001:43f8:1f0::/64', '2001:43f8:1f0:1::/64']}",-26.13000,,1136,ZA,,JINX,,[],993800,,
,"['pdb', 'he']",288,,,Africa,https://www.inx.net.za,,"{'ipv4': ['196.223.15.0/24'], 'ipv6': ['2001:43f8:1f0:1::/64']}",,,1137,ZA,,JINX Voice,,[],,288,2861
,"['pdb', 'he', 'pch']",5600,Fukuoka,Fukuoka,Asia-Pacific,https://www.jpix.ad.jp/en/,,"{'ipv4': ['103.177.65.0/25'], 'ipv6': ['2001:de8:8:9::/64']}",,2329,1494,JP,,JPIX FUKUOKA,,['JPIX Fukuoka'],1863967,5600,3721
,"['pdb', 'he', 'pch']",5600,,,Asia-Pacific,https://www.jpix.ad.jp/en/,,"{'ipv4': ['103.246.232.0/24'], 'ipv6': ['2001:de8:8:6::/64']}",,125,387,JP,,JPIX Osaka,,['JPIX OSAKA'],,5600,564
,['pdb'],5600,,,Asia-Pacific,https://www.jpix.ad.jp/en/,,"{'ipv4': ['210.171.224.0/23'], 'ipv6': ['2001:de8:8::/64']}",,,388,JP,,JPIX TOKYO,,[],,5600,30
,"['he', 'pch']",,,Tokyo,Asia-Pacific,https://www.jpix.ad.jp/en/,139.78000,"{'ipv4': ['210.171.224.0/24', '210.171.224.0/23'], 'ipv6': ['2001:de8:8::/64']}",35.55000,129,396,JP,,JPIX Tokyo,NRT,[],1850147,,
,"['pdb', 'he', 'pch']",1479,Fukuoka,Fukuoka,Asia-Pacific,https://www.jpnap.net/en/,,"{'ipv4': ['210.173.188.0/25'], 'ipv6': ['2001:7fa:7:4::/64']}",,2286,1365,JP,,JPNAP Fukuoka,,[],1863967,1479,3348
,"['pdb', 'he', 'pch']",1479,,,Asia-Pacific,https://www.jpnap.net/en/,,"{'ipv4': ['210.173.184.0/23', '210.173.178.0/25'], 'ipv6': ['2001:7fa:7:2::/64']}",,126,389,JP,,JPNAP Osaka,,[],,1479,145
,"['pdb', 'he', 'pch']",1479,,,Asia-Pacific,https://www.jpnap.net/en/,,"{'ipv4': ['210.173.176.0/23'], 'ipv6': ['2001:7fa:7:1::/64']}",,130,392,JP,,JPNAP Tokyo,,[],,1479,95
32202,"['pdb', 'he', 'pch']",5570,FL,Jacksonville,North America,http://jxix.org,,"{'ipv4': ['206.123.7.0/24'], 'ipv6': ['2001:504:95::/64']}",,1317,394,US,,Jacksonville Internet Exchange,JAX,['JXIX'],4160021,5570,563
,"['pdb', 'he', 'pch']",491,,,Asia-Pacific,https://jktix.com/,,"{'ipv4': ['119.11.184.0/24', '119.11.184.0/22', '119.11.185.0/24'], 'ipv6': ['2404:c8:0:a::/64']}",,111,940,ID,,Jakarta Internet Exchange,,['JKT-IX'],,491,2476
,['pch'],,,Kingston,Latin America,,-76.78000,"{'ipv4': ['206.41.107.0/24'], 'ipv6': ['2001:504:3e::/64']}",17.93000,1814,395,JM,,Jamaica Internet Exchange Point,KIN,[],3489854,,
80582,"['pdb', 'he']",23249,"Bali, Indonesia",Gianyar,Asia Pacific,https://jinom.net/,115.275916,"{'ipv4': ['103.122.64.32/27', '103.175.82.0/27', '103.175.82.32/27'], 'ipv6': ['2403:8c40:a:a::/64', '2403:8c40:b:b::/64']}",-8.640168,,1405,ID,"Jln. Gadung no.1 Banjar Luglug-LembengDs. Ketewel, Kec. Sukawati",JinIX,,['Jinom Internet Exchange (JinIX)'],1644099,23249,3495
,"['pdb', 'pch']",288,,,Africa,https://www.inx.net.za,,"{'ipv4': ['196.60.96.0/23'], 'ipv6': ['2001:43f8:1f0::/64']}",,209,398,ZA,,Johannesburg Internet Exchange,"HLA, JNB",['JINX'],,288,129
,"['pdb', 'he', 'pch']",1273,,,Latin America,https://www.iptp.net/es_ES/internet-access/connectivity-services/peru/,,"{'ipv4': ['196.61.191.0/24'], 'ipv6': ['2a03:9d41:7::/64']}",,2295,1316,,,Jumbo Internet Exchange - Lima,,"['JumboIX Peru', 'Jumbo Internet Exchange powered by IPTP Networks', 'JumboIX']",,1273,3312
3106,"['pdb', 'he']",1273,,Limassol,Middle East,https://www.iptp.net/en_US/jumbo-internet-exchange/jumboix-cyprus-pricing-plans/,33.028513,"{'ipv4': ['185.1.207.0/24'], 'ipv6': ['2001:7f8:113::/64']}",34.684763,,1406,CY,"Evagora Pallikaridi, Kermia Court 1",JumboIX Cyprus,,['Jumbo Internet Exchange powered by IPTP Networks'],146384,1273,3541
,"['pdb', 'he']",20098,Baden-Württemberg,,Europe,http://ka-nix.de,,"{'ipv4': ['185.1.189.0/24'], 'ipv6': ['2001:7f8:103::/64']}",,,1257,DE,,KA-NIX,,['Karlsruhe Neutral Internet Exchange'],,20098,3280
,"['pdb', 'he']",699,,Karaganda,Asia Pacific,https://kaz-ix.kz,,"{'ipv4': ['195.2.230.0/24', '185.0.22.0/24'], 'ipv6': ['2001:7f8:31::/64']}",,,399,KZ,,KAZ-IX,,['Kazakhstan Traffic Exchange'],609655,699,334
,['he'],,,Kansas City,North America,http://www.kcix.net/,-94.58000,"{'ipv4': ['206.51.7.0/24'], 'ipv6': ['2001:504:1b:1::/64']}",39.10000,,1434,US,,KCIX,,[],4393217,,
720011,"['pdb', 'he', 'pch']",17448,,Bishkek,Asia-Pacific,https://www.ix.kg,74.45178,"{'ipv4': ['185.1.110.0/24'], 'ipv6': ['2001:7f8:3c:3e8::/64']}",42.87679,1985,400,KG,"93, Ogonbaeva st.",KG-IX Bishkek,,['KG-IX'],1528675,17448,2145
,"['pdb', 'pch']",14612,,Kinshasa,Africa,http://www.ispa-drc.cd,15.43000,"{'ipv4': ['196.223.28.0/24'], 'ipv6': ['2001:43f8:3c0::/64', '2001:43f8:3c0::/48']}",-4.38000,479,409,CD,,Kinshasa Internet Exchange,FIH,"['KINIX', 'KINshasa Internet eXchange']",2314302,14612,628
,"['pdb', 'he']",10440,,,Europe,http://www.kivix.net,,"{'ipv4': ['185.1.45.0/24'], 'ipv6': ['2001:7f8:2e::/48']}",,,401,,,KIVIX,,['Chisinau Internet Exchange'],,10440,1171
,"['pdb', 'he']",15670,Changamwe,Mombasa,Africa,https://www.tespok.co.ke/,,"{'ipv4': ['196.60.68.0/24'], 'ipv6': ['2001:43f8:c0:1::/64']}",,,941,KE,Mombasa RoadMiritini,KIXP - Mombasa icolo,,[],186301,15670,2362
,['pdb'],15670,,,Africa,https://www.tespok.co.ke/,,"{'ipv4': ['196.223.21.0/24'], 'ipv6': ['2001:43f8:60:1::/64']}",,,402,KE,,KIXP - Nairobi,,['Kenya Internet Exchange Point - Nairobi'],,15670,236
,"['pdb', 'he']",15670,,Nairobi,Africa,https://www.tespok.co.ke,,"{'ipv4': ['196.60.80.0/24'], 'ipv6': []}",,,1407,KE,Britam TowerHospital Road,KIXP - Nairobi PAIX,,[],184745,15670,3565
,['he'],,,Nairobi,Africa,https://www.tespok.co.ke/,36.82000,"{'ipv4': [], 'ipv6': []}",-1.32000,,1052,KE,,KIXP Nairobi,,[],184745,,
1212,"['pdb', 'he']",24902,Dhaka,Dhaka,Asia-Pacific,http://kloudnix.com/,90.38000,"{'ipv4': ['103.164.91.0/24'], 'ipv6': ['2001:df6:4480::/64']}",23.77000,,1366,BD,"Venture Tower, Level 4, Plot 3,Bir Uttam A.K.Khandakar Road, Dhaka-1212",KLIX,,['Kloud Technologies Limited NIX'],1185241,24902,3467
,['pdb'],23108,,Khmelnytsky,Europe,http://ix.km.ua/,26.98710,"{'ipv4': ['193.201.116.0/24'], 'ipv6': ['2001:67c:5e8:ff::/64']}",49.42300,,1021,UA,,KM-IX,,['Khmelnitskiy Internet Exchange Point'],706369,23108,2611
,['pdb'],13998,,,Europe,http://km-ix.net,,"{'ipv4': [], 'ipv6': []}",,,1495,UA,,KM-IX UA,,[],706369,13998,3781
,"['pdb', 'he']",32017,,Khmelnitsky,Europe,https://km-ix.net/,,"{'ipv4': ['185.1.146.0/24'], 'ipv6': ['2001:67c:5e8:8000::/64']}",,,1722,UA,,KMIX,,[],,32017,4138
,['he'],,,Kherson,Europe,http://ix.ks.ua,32.57000,"{'ipv4': [], 'ipv6': []}",46.63000,,404,UA,,KS-IX,,[],706448,,
,['he'],,,Taipei City,Asia Pacific,https://ix.poema.eu.org,,"{'ipv4': [], 'ipv6': ['2404:f4c0:f70f:1980::/64', '2404:f4c0:f70e:1980::/64']}",,,1690,TW,,KSKB-IX,,[],,,
,"['pdb', 'pch']",15749,,,North America,http://www.kcix.net/,,"{'ipv4': ['206.51.7.0/25', '206.51.7.0/24'], 'ipv6': ['2001:504:1b:1::/64']}",,630,405,US,,Kansas City Internet Exchange,MCI,['KCIX'],,15749,249
071400,"['pdb', 'he', 'pch']",22092,VKO,Semey,Europe,https://kaznix.kz,80.26670,"{'ipv4': ['185.79.213.0/24'], 'ipv6': ['2a01:7640:9400::/64']}",50.43330,2066,990,KZ,Ilyashev str 47/2,KazNIX,PLX,['KazNIX Exchange Point'],1519422,22092,2497
010000,"['pdb', 'he', 'pch']",16055,Astana,Astana,Europe,http://sts.kz/,,"{'ipv4': ['195.12.116.0/23'], 'ipv6': []}",,2171,883,KZ,Kuishi Dina 16,Kazakhstan Internet Exchange,,['KAZ-GOV-IX'],1526273,16055,2250
,['pch'],,,Nairobi,Africa,,36.82000,"{'ipv4': ['196.223.21.0/24'], 'ipv6': ['2001:43f8:60::/48']}",-1.32000,143,406,KE,,Kenya Internet Exchange Point,NBO,[],184745,,
,"['pdb', 'pch']",12779,,Kherson,Europe,http://ix.ks.ua,32.57000,"{'ipv4': ['185.1.39.0/24'], 'ipv6': ['2001:7f8:80::/64']}",46.63000,978,407,UA,,Kherson Internet Exchange,,['Kherson Traffic Exchange'],706448,12779,1168
,"['he', 'pch']",,,Khmelnytsky,Europe,http://ix.km.ua/,26.98710,"{'ipv4': ['193.201.116.128/26'], 'ipv6': ['2001:67c:5e8::/48']}",49.42300,1868,408,UA,,Khmelnytsky Internet exchange point,,['KM-IX'],706369,,
,"['pdb', 'he', 'pch']",1350,Hessen,,Europe,https://www.kleyrex.net/,,"{'ipv4': ['193.189.82.0/23'], 'ipv6': ['2001:7f8:33::/48']}",,556,410,DE,,KleyReX Internet Exchange,,['KleyReX'],2925533,1350,123
,"['pdb', 'he', 'pch']",14569,,,,https://www.sejongtelecom.net/en/pages/service/data_network_nix,,"{'ipv4': ['203.255.114.0/23'], 'ipv6': ['2001:3a8:7000::/64']}",,2233,999,,,Korea Internet Exchange (SejongTelecom),,"['KRIX(sejong)', 'Sejong Neutral-IX', 'Korea Internet Exchange']",,14569,2522
,"['pdb', 'he', 'pch']",113,,,,https://www.kinx.net/?lang=en,,"{'ipv4': ['192.145.251.0/24'], 'ipv6': ['2001:7fa:8::/64']}",,147,412,,,Korea Internet Neutral Exchange KINX,ICN,"['Korean Internet Neutral Exchange', 'KINX']",,113,52
,"['pdb', 'he', 'pch']",4634,,Krasnoyarsk,Europe,http://www.krs-ix.ru,92.50000,"{'ipv4': ['217.117.187.0/24'], 'ipv6': []}",56.17000,516,415,RU,,Krasnoyarsk Internet Exchange,,['KRS-IX'],1502026,4634,529
,"['pdb', 'he', 'pch']",26154,Poltava Oblast,,Europe,https://kremen-ix.net.ua,,"{'ipv4': ['185.1.198.0/24'], 'ipv6': ['2001:7f8:107::/64']}",,2260,1341,UA,,Kremen-IX,,['kremen-IX'],,26154,3422
11111,"['pdb', 'he', 'pch']",20261,,Kuwait City,Europe,https://ix.kw/,,"{'ipv4': ['194.54.136.0/24'], 'ipv6': ['2a0c:c9c0::/64']}",,2083,901,KW,,Kuwait Internet Exchange,KWI,['ix.kw'],285787,20261,2253
03641444,['pdb'],19495,,Beirut,Europe,http://www.lbix.net/,35.48000,"{'ipv4': ['185.1.72.0/24'], 'ipv6': []}",33.82000,,884,LB,3rd Fl Younis BldgSami Solh,LBIX,,['LebanonIX'],276781,19495,2254
,['pch'],,,Seoul,Asia-Pacific,,126.93000,"{'ipv4': ['198.32.209.0/24'], 'ipv6': []}",37.50000,145,416,KR,,LGDACOM Internet Exchange,,[],1835848,,
,"['pdb', 'he']",791,Berkshire,,Europe,https://www.linx.net/,,"{'ipv4': ['195.66.224.0/21'], 'ipv6': ['2001:7f8:4::/64']}",,,419,GB,,LINX LON1,,['London Internet Exchange Ltd.'],,791,18
