asciiname,admin2_code,elevation,longitude,dem,feature_code,name,geoname_id,admin1_code,feature_class,population,admin3_code,geo_id,country_code,cc2,admin4_code,latitude,alternatenames
Fukuoka,1863955,0,130.41667,3,PPLA,Fukuoka,1863967,07,P,1392289,40132,1863967,JP,,,33.6,"['fuk', 'fucuoca', 'fukuoka', 'fukuoka-shi', 'fukuokashi', 'hukuoka', 'fu gang', 'fu gang shi', 'fukuoka', 'fukuokashi', 'fwkwka', 'hukuoka si', 'фукуока', 'فوكوكا', 'ふくおか', 'ふくおかし', 'フクオカ', 'フクオカシ', '福岡', '福岡市', '후쿠오카 시']"
Chikura,7465521,0,139.95,86,PPL,Chikura,1864582,04,P,0,,1864582,JP,,,34.95,"['chikura', 'qian cang', '千倉']"
Singapore,,0,103.85007,23,PPLC,Singapore,1880252,01,P,3547809,,1880252,SG,,,1.28967,"['sin', 'sin-ka-po', 'singapore', 'singapore city', 'singapour', 'singapur', 'singapura', 'sinkapoure', 'sîn-kâ-po', 'tumasik', 'cinkappur', 'prathes singkhpor', 'shingaporu', 'sigapura', 'sing-gapol', 'sing-gapoleu', 'singapura', 'singkh por', 'sngapwr', 'snghafwrt', 'syngpwr', 'xin jia po', 'xing jia po', 'σιγκαπούρη', 'сингапур', 'сінгапур', 'סינגפור', 'سنغافورة', 'سنگاپور', 'सिंगापुर', 'सिंगापूर', 'ਸਿੰਗਾਪੁਰ', 'சிங்கப்பூர்', 'ประเทศสิงคโปร์', 'สิงค์โปร', 'ປະເທດສງກະໂປ', 'ປະເທດສິງກະໂປ', 'စငကာပနငင', 'စင်ကာပူနိုင်ငံ', 'សងហបរ', 'សិង្ហបុរី', 'シンガポール', '新加坡', '星架坡', '싱가포르', '싱가폴']"
Seongnam-si,,0,127.13778,80,PPL,Seongnam-si,1897000,13,P,1031935,,1897000,KR,,,37.43861,"['seongnam', 'seongnam-si', 'seongnam', 'seongnamsi', '성남', '성남시']"
Perth,57080,0,115.8614,34,PPLA,Perth,2063523,08,P,1896548,,2063523,AU,,,-31.95224,"['gorad pert', 'per', 'peairt', 'pert', 'perta', 'pertas', 'perth', 'perth city', 'perthia', 'perto', 'perþ', 'pirth', 'purt', 'pērta', 'byrth', 'part', 'partha', 'pasu', 'peoseu', 'pert', 'pheirth', 'po si', 'prt', ""prt'"", 'prtھ  asٹrylya', 'περθ', 'горад перт', 'перт', 'пертһ', 'пърт', 'պերթ', ""פרת'"", 'بيرث', 'پرت', 'پرتھ، آسٹریلیا', 'पर्थ', 'பேர்த்', 'ಪರ್ತ್', 'പെർത്ത്', 'เพิร์ท', 'ပါ့သ်မြို့', 'პერთი', 'パース', '珀斯', '퍼스']"
Darwin,71000,0,130.84185,31,PPLA,Darwin,2073124,03,P,129062,,2073124,AU,,,-12.46113,"['drw', 'daarwin', 'darvin', 'darvina', 'darvinas', 'darvino', 'darwin', 'dārvina', 'gorad darvin', 'ntargouin', 'palmerston', 'port darwin', 'da er wen', 'da er wen gang', 'dar win', ""dara'u'ina"", 'daravina', 'darvina', 'darvini', 'darwyn', 'dau~in', 'dawin', 'drwwyn', 'tarvin', 'ντάργουιν', 'горад дарвін', 'дарвин', 'дарвін', 'դարվին', 'דארווין', 'דרווין', 'داروين', 'داروین', 'داروین، قوزئی توپراق\u200cلاری', 'ڈارون', 'डार्विन', 'ডারউইন', 'ਡਾਰਵਿਨ', 'டார்வின்', 'ഡാർവിൻ', 'ดาร์วิน', 'ဒါဝင်မြို့', 'დარვინი', 'ダーウィン', '达尔文', '达尔文港', '다윈']"
Adelaide,40070,0,138.59863,59,PPLA,Adelaide,2078025,05,P,1225235,,2078025,AU,,,-34.92866,"['adl', 'adelaida', 'adelaidae', 'adelaide', 'adelaidis', 'adelaidė', 'adelajda', 'adelajdo', 'adelaïda', 'adelaïde', 'adelejd', 'adelàida', 'adélaïde', 'edelaid', 'gorad adehlaida', 'tarndanya', 'tarndarnya', 'a de lai de', 'adelaida', 'aderedo', 'adilaid', 'adiled', 'adlayd', 'adylyd', 'aedeulleideu', 'atileyit', ""edile'ida"", 'edileda', 'αδελαΐδα', 'аделаидæ', 'аделаида', 'аделаїда', 'аделейд', 'аделејд', 'горад адэлаіда', 'ադելաիդա', 'אדלייד', 'آدلاید', 'أديليد', 'ئادېلايدې', 'ایڈیلیڈ', 'एडिलेड', 'ॲdaleda', 'ॲडलेड', 'એડિલેઇડ', 'அடிலெயிட்', 'అడిలైడ్', 'ಅಡಿಲೇಡ್', 'അഡിലെയ്\u200cഡ്', 'แอดิเลด', 'အက်ဒလိတ်မြို့', 'ადელაიდა', 'アデレード', '阿德来得', '阿德莱德', '애들레이드']"
Shenton Park,56580,0,115.79722,23,PPLX,Shenton Park,2078909,08,P,4193,,2078909,AU,,,-31.95833,['shenton park']
Sendai,2111147,0,140.86667,53,PPLA,Sendai,2111149,24,P,1063103,,2111149,JP,,,38.26667,"['sdj', 'sendai', 'sendai-shi', 'sendaishi', 'sendaj', 'sendai', 'sendaishi', 'xian tai', 'xian tai shi', 'сендай', 'せんだい', 'せんだいし', 'センダイ', 'センダイシ', '仙台', '仙台市']"
Sapporo,2128291,0,141.35,26,PPLA,Sapporo,2128295,12,P,1883027,,2128295,JP,,,43.06667,"['gorad sapara', 'spk', 'saporas', 'saporo', 'sapporo', 'sapporo-chhi', 'sapporo-chhī', 'sapporo-shi', 'sapporoshi', 'sapporum', 'szapporo', 'capporo', 'sabwrw', 'sap poa roa', 'sapporo', 'sapporoshi', 'sapwrw', 'saspolo si', 'sypwrw', 'zha huang', 'zha huang shi', 'σαππόρο', 'горад сапара', 'сапоро', 'саппоро', 'սապորո', 'סאפורו', 'سابورو', 'ساپورو', 'سیپورو', 'सप्पोरो', 'சப்போரோ', 'ซัปโปะโระ', 'საპორო', 'さっぽろ', 'さっぽろし', 'サッポロ', 'サッポロシ', '札幌', '札幌市', '삿포로 시']"
Port-Vila,,0,168.32188,59,PPLC,Port-Vila,2135171,18,P,35901,,2135171,VU,,,-17.73381,"['bila', 'fila', 'port fila', 'port vila', 'port-vila', 'vli', 'vila', 'poteubilla', 'potobira', 'pwrt wylh', 'wei la gang', 'βίλα', 'порт вила', 'порт-вила', 'פורט וילה', 'ፖርት ቪላ', 'ポートビラ', '維拉港', '포트빌라']"
Noumea,98818,0,166.44884,26,PPLC,Nouméa,2139521,02,P,93060,,2139521,NC,,,-22.27407,"['nou', 'nomea', 'noumea', 'nouméa', 'numea', 'numeja', 'numeo', 'numėja', 'port de france', 'nu me xa', 'nu mei a', ""nume'a"", 'numea', 'numiya', 'nwmya', 'νουμεά', 'нумеа', 'נומאה', 'نومئا', 'نوميا', 'नूमेआ', 'நூமியா', 'นูเมอา', 'ნუმეა', 'ヌメア', '努美阿', '누메아']"
Wellcamp,36910,0,151.86667,548,PPL,Wellcamp,2144180,04,P,0,,2144180,AU,,,-27.55,['wellcamp']
Unanderra,18450,0,150.84746,13,PPLX,Unanderra,2145518,02,P,0,,2145518,AU,,,-34.45306,['unanderra']
Tullamarine,23270,0,144.881,96,PPLX,Tullamarine,2145921,07,P,6271,,2145921,AU,,,-37.70128,"['twlhmryn', 'טולהמרין']"
Sydney,17200,0,151.20732,58,PPLA,Sydney,2147714,02,P,4627345,,2147714,AU,,,-33.86785,"['gorad sidnej', 'syd', 'sanctus dionysius', 'sedniejos', 'sek-na', 'sidnef', 'sidnei', 'sidnej', 'sidneja', 'sidnejo', 'sidnejus', 'sidney', 'sidneý', 'sidni', 'sidnéy', 'sidnėjus', 'sit-ni', 'sit-nì', 'syd', 'sydneium', 'sydney', 'sydney city', 'sék-nà̤', 'sídney', 'sîdney', 'sėdniejos', 'citni', 'shidoni', 'sidani', 'sideuni', 'sidnei', 'sidni', 'sidniy', 'sydny', 'xi ni', 'xue li', 'σίδνεϋ', 'горад сідней', 'сиднеи', 'сидней', 'сиднеј', 'сидни', 'сідней', 'сідні', 'սիդնեյ', 'סידני', 'سيدنى', 'سيدني', 'سڈنی', 'سیدنی', 'ܣܝܕܢܝ', 'सिडनी', 'सिड्नी', 'सिद्नी', 'সিডনি', 'ਸਿਡਨੀ', 'સીડની', 'சிட்னி', 'సిడ్నీ', 'ಸಿಡ್ನಿ', 'സിഡ്നി', 'සිඩ්නි', 'ซิดนีย์', 'སིད་ནེ།', 'ဆစ်ဒနီမြို့', 'სიდნეი', 'ሲድኒ', 'ស៊ីដនីយ៏', 'シドニー', '悉尼', '雪梨', '시드니']"
Port Melbourne,25900,0,144.94228,7,PPLX,Port Melbourne,2152658,07,P,13293,,2152658,AU,,,-37.83961,['sandridge']
Mitchell,13010,0,152.11667,486,PPL,Mitchell,2157408,02,P,628,,2157408,AU,,,-29.68333,['']
Melbourne,24600,0,144.96332,25,PPLA,Melbourne,2158177,07,P,4246375,,2158177,AU,,,-37.814,"['mel', ""mel'burn"", 'melbourne', 'melbourne city', 'melbournum', 'melburn', 'melburna', 'melburnas', 'melburno', 'melvourni', 'mel beirn', 'melaborna', 'melbeoleun', 'melbeon', 'melporn', 'meruborun', 'mlbwrn', 'mo er ben', 'μελβούρνη', 'мелбурн', 'мелбърн', 'мельбурн', 'מלבורן', 'ملبورن', 'مېلبۇرن', 'मेलबोर्न', 'மெல்போர்ன்', 'เมลเบิร์น', 'མེར་བུན', 'メルボルン', '墨尔本', '墨爾本', '멜버른', '멜번']"
Hobart,62810,0,147.32941,19,PPLA,Hobart,2163355,06,P,216656,,2163355,AU,,,-42.87936,"['chompart', 'gobart', 'gorad khobart', 'hba', 'hobart', 'hobart town', 'hobarta', 'hobartas', 'hobarto', 'hobat', 'hobārta', 'khobart', 'khoubart', 'he ba te', 'hobarata', 'hobart', 'hobarta', 'hobateu', 'hobato', 'hopart', 'huo ba te', 'hwbart', 'χόμπαρτ', 'гобарт', 'горад хобарт', 'хобарт', 'хоубарт', 'הובארט', 'هوبارت', 'ہابرٹ', 'ہوبارٹ', 'होबार्ट', 'ਹੋਬਾਰਟ', 'ହୋବାର୍ଟ', 'ஹோபார்ட்', 'හෝබාර්ට්', 'โฮบาร์ต', 'ཧོ་སྦར་ཐེ།', 'ჰობარტი', 'ホバート', '荷巴特', '霍巴特', '호바트']"
Eight Mile Plains,31000,0,153.1,35,PPLX,Eight Mile Plains,2167651,04,P,15322,,2167651,AU,,,-27.58333,['eight mile plains']
Eagle Farm,31000,0,153.08333,8,PPLX,Eagle Farm,2167978,04,P,0,,2167978,AU,,,-27.43333,['eagle farm']
Derrimut,21180,0,144.76994,51,PPLX,Derrimut,2169018,07,P,5992,,2169018,AU,,,-37.79238,['derrimut']
Deer Park,21180,0,144.78333,52,PPLX,Deer Park,2169145,07,P,16204,,2169145,AU,,,-37.76667,['']
Canberra,,0,149.12807,571,PPLC,Canberra,2172517,01,P,367752,,2172517,AU,,,-35.28346,"['cbr', 'camberra', 'canberra', 'canberrah', 'gorad kanbera', 'kamberra', 'kambra', 'kampera', 'kanapera', 'kanbera', 'kanbero', 'kanberr', 'kanberra', 'kanberrae', 'kanberre', 'kanbérra', 'kham-phi-la', 'khâm-phì-là', 'kānapera', 'kaenbeola', 'kainabara', 'kainberra', 'kan pei la', 'kanabera', 'kanbra', 'kanpara', 'kenabera', 'kyanabara', 'kyanabera', 'kyanbera', 'kynbra', 'kʼanbera', 'qnbrh', 'καμπέρα', 'горад канбера', 'канбера', 'канберрæ', 'канберра', 'канберре', 'канбєра', 'կանբերրա', 'קאנבערא', 'קנברה', 'كانبرا', 'کانبرا', 'کانبێرا', 'کینبرا', 'कॅनबेरा', 'कैनबरा', 'कैन्बेर्रा', 'क्यानबरा', 'ক্যানবেরা', 'ਕੈਨਬਰਾ', 'କାନବେରା', 'கான்பரா', 'കാൻബറ', 'කැන්බරා', 'แคนเบอร์รา', 'ཁན་པེ་ར།', 'კანბერა', 'ካንበራ', 'キャンベラ', '坎培拉', '堪培拉', '캔버라']"
Brisbane,31000,0,153.02809,27,PPLA,Brisbane,2174003,04,P,2189878,,2174003,AU,,,-27.46794,"['bne', 'bresbens', 'brisbane', 'brisbane city', 'brisbano', 'brisbehn', 'brisben', 'brisbena', 'brisbenas', 'brisbin', 'brismpein', 'brizbejn', 'brėsbens', 'gorad brysben', 'pu-li-su-pan', 'pu-lî-sṳ̂-pân', 'beulijeubeon', 'brisabena', 'brisben', 'brisbena', 'brizabana', 'brizbeni', 'brsbyn', 'brysban', 'bryzbn', 'bryzbyn', 'bryzbyyn', 'bu li si ban', 'bu li si ben', 'burisuben', 'pirispen', 'μπρίσμπεϊν', 'бризбейн', 'бризбејн', 'брисбен', 'брисбэн', 'горад брысбен', 'בריזביין', 'בריזבן', 'برسبین', 'برىسبان', 'بريزبن', 'بریزبن', 'بریزبین', 'بریزبێن', 'ब्रिसबेन', 'ब्रिस्बेन', 'ব্রিসবেন', 'ਬ੍ਰਿਜ਼ਬਨ', 'பிரிஸ்பேன்', 'బ్రిస్బేన్', 'ಬ್ರಿಸ್ಬೇನ್\u200c', 'ബ്രിസ്ബെയ്ൻ', 'บริสเบน', 'ဘရစ်စဘိန်းမြို့', 'ბრიზბენი', 'ብርዝበን', 'ブリスベン', '布里司班', '布里斯本', '布里斯班', '브리즈번']"
Artarmon,18250,0,151.18333,99,PPLX,Artarmon,2177626,02,P,8642,,2177626,AU,,,-33.81667,"['artarman', 'artarmon']"
Wellington,047,0,174.77557,31,PPLC,Wellington,2179537,G2,P,381900,,2179537,NZ,,,-41.28664,"['gorad velingtan', 'hie-ling-dong', 'hiê-lìng-dóng', ""ouellin'nkton"", 'ouellinkton', 'te whanga-nui-a-tara', 'ueligitone', 'uelingtun', 'velington', 'velingtona', 'velingtonas', 'velingtono', 'vellington', 'vellingtonia', 'vellinqton', 'wlg', 'welinton', 'welintòn', 'wellington', 'wellinton', 'weolingtun', 'weolingtūn', 'whanga-nui-a-tara', 'hui ling dun', 'oyelintana', 'raelintana', 'uelingtʼoni', 'u~erinton', 'vailigatana', 'velingatana', 'velingtana', 'velingtoni', 'velintan', 'vellingtan', 'wei ling dun', 'wellingtan', 'wellingteon', 'wlyngtwn', 'wylynghtwn', 'wylynjtwn', 'ουέλλιγκτον', 'ουέλλινγκτον', 'велингтон', 'веллингтон', 'веллінгтон', 'горад велінгтан', 'уелингтън', 'վելինգտոն', 'ולינגטון', 'װעלינגטאן', 'ولینگتون', 'ويلينجتون', 'ويلينغتون', 'ویلنگٹن', 'ۋېللىنگتون', 'वेलिंगटन', 'वेलिंग्टन', 'वेलिङ्गटन', 'ওয়েলিংটন', 'ৱেলিংটন', 'ਵੈਲਿੰਗਟਨ', 'વેલિંગ્ટન', 'வெலிங்டன்', 'ವೆಲ್ಲಿಂಗ್ಟನ್', 'വെല്ലിംഗ്ടൺ', 'เวลลิงตัน', 'ཝེ་ལིང་ཐོན།', 'ဝယ်လင်တန်မြို့', 'ველინგთონი', 'უელინგტონი', 'ዌሊንግተን', 'ウェリントン', '威靈頓', '惠灵顿', '웰링턴']"
Hamilton,016,0,175.28333,39,PPLA,Hamilton,2190324,G1,P,152641,,2190324,NZ,,,-37.78333,"[""gamil'ton"", ""gorad gamil'tan"", 'hlz', 'hameldun', 'hameldūn', 'hamilton', 'hamilton city', 'hamilton pa new zealand', 'hamilton på new zealand', 'hamiltonas', 'khamiltn', 'khamilton', 'kirikiriroa', 'amiltan', 'ha mi er dun', 'haemilteon', 'haimilatana', 'haimiltana', 'hamiruton', 'hamyltwn', 'hemiltana', 'гамильтон', 'гамільтон', 'горад гамільтан', 'хамилтон', 'хамилтън', 'هاميلتون', 'هامیلتون', 'ہیملٹن، نیوزی لینڈ', 'हॅमिल्टन', 'हैमिल्टन', 'ਹੈਮਿਲਟਨ', 'ஆமில்டன்', 'ഹാമിൽടൺ', 'ჰამილტონი', 'ハミルトン', '哈密尔顿', '해밀턴']"
Christchurch,060,0,172.63333,14,PPLA,Christchurch,2192362,E9,P,363926,,2192362,NZ,,,-43.53333,"['chc', 'christchurch', 'christopolis', 'cristcirice', 'crīstcirice', 'gorad krajstchehrch', 'kraistcerca', 'kraistcercas', 'kraisttserts', 'kraistčerčas', 'kraistčērča', 'krajstcherch', 'krajstchjorch', 'krajstchurch', 'krayscoerc', 'kraystcherch', 'kraysçörç', 'kristkirko', 'otautahi', 'ji du cheng', 'ke lai si te che qi', 'keulaiseuteucheochi', 'khi rstcheirch', 'kiraistcerc', ""kra'istacarca"", 'kraystshrsh', 'kuraisutochachi', 'qryystzrz', 'ōtautahi', 'κράισττσερτς', 'горад крайстчэрч', 'крайстчерч', 'крайстчърч', 'крайстчёрч', 'крајстчерч', 'קרייסטצרץ', 'كرايستشرش', 'کرائسٹ چرچ', 'کرایست\u200cچرچ', 'क्राइस्टचर्च', 'ক্রাইস্টচার্চ', 'கிறைஸ்ட்சேர்ச்', 'ക്രൈസ്റ്റ്\u200cചർച്ച്\u200d', 'ไครสต์เชิร์ช', 'ခရစ်ချပ်ချ်မြို့', 'კრაისტჩერჩი', 'クライストチャーチ', '克赖斯特彻奇', '基督城', '크라이스트처치']"
Auckland,076,0,174.76349,43,PPLA,Auckland,2193733,E7,P,417910,,2193733,NZ,,,-36.84853,"['akl', 'auckland', 'aucland', 'aucopolis', 'awklanda', 'gorad oklend', 'okland', 'oklandas', 'oklant', 'oklend', 'oklenda', 'tamaki-makau-rau', 'tāmaki-makau-rau', 'akland', 'aklant', 'ao ke lan dou hui qu', 'awkland', 'awklnd', 'okalanda', 'okalenda', 'okeullaendeu', 'oklainda', 'okurando', 'yavkland', 'ώκλαντ', 'горад окленд', 'окланд', 'окленд', 'օկլենդ', 'אוקלנד', 'آوکلند', 'أوكلاند', 'ئاۋكلاند', 'ऑकलंड', 'ऑक्लैण्ड', 'ઓકલેન્ડ', 'ஆக்லன்ட்', 'ఆక్లాండ్', 'ಆಕ್ಲೆಂಡ್\u200c', 'ഓക്\u200cലൻഡ്', 'โอกแลนด์', 'အော့ကလန်မြို့', 'ოკლენდი', 'オークランド', '奧克蘭都會區', '오클랜드']"
Tauranga,023,0,176.16667,18,PPLA2,Tauranga,2208032,E8,P,110338,,2208032,NZ,,,-37.68611,"['trg', 'tauranga', 'tauranga-moana', ""ta'iranga"", 'tao lang jia', 'taranga', 'taulang-ga', 'tauranga', 'taywranga', 'тауранга', 'טאורנגה', 'تائورانگا', 'ٹورانگا', 'टाइरंगा', 'ടൗരാംഗ', 'ტაურანგა', 'タウランガ', '陶朗加', '타우랑가']"
Yaounde,,0,11.51667,726,PPLC,Yaoundé,2220957,11,P,1299369,,2220957,CM,,,3.86667,"['giaounte', 'gorad jaundeh', 'jande', 'jaunde', 'jaundeo', 'jaundė', 'jaúnde', 'jánde', 'yao', 'yaounde', 'yaoundé', 'yaunde', 'yaundé', 'yawunde', 'iaunde', 'ya wen de', ""ya'unde"", 'yaunde', 'yavunte', 'yawndy', 'yaxunde', 'yaywndh', 'ye wen de', 'γιαουντέ', 'јаунде', 'горад яўндэ', 'яунде', 'յաունդե', 'יאונדה', 'יאונדע', 'ياوندي', 'یاؤندے', 'یائونده', 'یائوندێ', 'یاونڈی', 'याउंदे', 'ਯਾਊਂਦੇ', 'யாவுண்டே', 'ยาอุนเด', 'ཡོན་དྷི།', 'იაუნდე', 'ያዉንዴ', 'ヤウンデ', '耶溫得', '雅温得', '야운데']"
Douala,,0,9.70428,19,PPLA,Douala,2232593,05,P,1338082,,2232593,CM,,,4.04827,"['dla', 'douala', 'doula', 'dual', 'duala', 'dualao', 'dóúala', 'gorad duala', 'ntouala', ""dau'ala"", 'do~uara', 'du a la', 'du xa la', 'dualla', 'dwala', 'ντουάλα', 'горад дуала', 'дуала', 'דואלה', 'دوالا', 'दौआला', 'ਦੌਆਲਾ', 'ดูอาลา', 'ドゥアラ', '杜阿拉', '두알라']"
Luanda,,0,13.23432,73,PPLC,Luanda,2240449,20,P,2776168,,2240449,AO,,,-8.83682,"['gorad luanda', 'lad', 'loanda', 'louanda', 'louanta', 'luand', 'luanda', 'luandae', 'luando', 'lwanda', 'lúanda', 'saint paul de loanda', 'sao paolo de loanda', 'sao paulo da assuncao de luanda', 'sao paulo de loanda', 'sao paulo de luanda', 'st paul de loanda', 'são paolo de loanda', 'são paulo da assunção de luanda', 'são paulo de loanda', 'são paulo de luanda', ""lu'anda"", 'luanda', 'luo an da', 'luvanta', 'luxanda', 'luyanda', 'lwanda', 'ruanda', 'λουάντα', 'горад луанда', 'луандæ', 'луанда', 'լուանդա', 'לואנדה', 'לואנדע', 'لوآندا', 'لواندا', 'لونڈا', 'लुआंडा', 'लुआण्डा', 'লুয়ান্ডা', 'ਲੁਆਂਦਾ', 'லுவாண்டா', 'ลูอันดา', 'ལའུན་ཌ།', 'ლუანდა', 'ሏንዳ', 'ルアンダ', '罗安达', '루안다']"
Brazzaville,,0,15.28318,284,PPLC,Brazzaville,2260535,12,P,1284609,,2260535,CG,,,-4.26613,"['bzv', 'braza', 'brazavil', 'brazavilis', 'brazavilo', ""brazzavil'"", 'brazzaville', 'maya-maya', 'mprazabil', ""n'tamo"", 'beulajabil', 'brazafyl', 'brazawyl', 'brzwwyl', 'bu la chai wei er', 'burazavu~iru', 'μπραζαβίλ', 'браззавиль', 'ברזוויל', 'برازافيل', 'برازاویل', 'ብራዛቪል', 'ブラザヴィル', '布拉柴维尔', '브라자빌']"
Lisbon,1106,0,-9.13333,45,PPLC,Lisbon,2267057,14,P,517802,110653,2267057,PT,,,38.71667,"['felicitas julia', 'felicitas julia olissipo', 'lis', 'liospoin', 'liospóin', 'lisabon', 'lisabona', 'lisboa', 'lisbon', 'lisbona', 'lisbonne', 'lisbono', 'lisbonum', 'lisimba', 'lisimbã', 'lissabon', 'lisszabon', 'lizboa', 'lizbon', 'lizbona', 'olisipo', 'olissipo', 'li si ben', 'lisabana', 'lisaboni', 'lisbana', 'lisbxn', 'liseubon', 'lshbwnt', 'lysabwn', 'lysbwn', 'risubon', 'λισαβώνα', 'лисабон', 'лиссабон', 'лісабон', 'լիսբոնա', 'ליסבון', 'لشبونة', 'لىسابون', 'لیسبون', 'ܠܫܒܘܢܐ', 'लिस्बन', 'লিসবন', 'ลิสบอน', 'ལ་ས་བན།', 'ལི་སི་བཱོན།', 'ლისაბონი', 'ሊዝቦን', 'リスボン', '里斯本', '리스본']"
Accra,,0,-0.1969,33,PPLC,Accra,2306104,01,P,1963264,,2306104,GH,,,5.55602,"['acc', 'aakra', 'aakrá', 'accra', 'acra', 'akara', 'akkr', 'akkra', 'akkrae', 'akra', 'akrao', 'akʻra', 'gorad akra', 'nkran', 'a ke la', 'akara', 'akeula', 'akra', 'akura', 'xak kra', 'yەkra', '΄aκκρα', 'άκκρα', 'аккрæ', 'аккра', 'акра', 'горад акра', 'աքրա', 'אקרא', 'אקרה', 'آکرا', 'أكرا', 'ئەکرا', 'اكرا', 'اکرا', 'عکرہ', 'अक्रा', 'आक्रा', 'আক্রা', 'ਅਕਰਾ', 'ଆକ୍ରା', 'அக்ரா', 'അക്ര', 'อักกรา', 'ཨ་ཁ་ར།', 'အက်ခရာမြို့', 'აკრა', 'አክራ', 'アクラ', '阿克拉', '아크라']"
Kinshasa,,0,15.31357,281,PPLC,Kinshasa,2314302,06,P,7785965,,2314302,CD,,,-4.32758,"['fih', 'gorad kinshasa', 'kincasa', 'kinchasa', 'kinchassa', 'kinsas', 'kinsasa', 'kinsaso', 'kinshasa', 'kinshase', 'kinsjasa', 'kinszasa', 'kinsásá', 'kinxasa', 'kinŝaso', 'kinşasa', 'kinšas', 'kinšasa', 'kînşasa', 'leopoldstad', 'leopoldville', 'léopoldville', 'quinxassa', 'jin sha sa', 'jin xia sha', 'kin cha sa', 'kinasasa', 'kinsaca', 'kinsasa', 'kinshasa', 'kinsyasa', 'knshasa', 'kynshasa', 'κινσάσα', 'горад кіншаса', 'киншаса', 'киншасе', 'кіншаса', 'կինշասա', 'קינשאזע', 'קינשאסה', 'كينشاسا', 'کنشاسا', 'کنشاسہ', 'کینشاسا', 'किन्शासा', 'ਕਿਨਸ਼ਾਸਾ', 'கின்ஷாசா', 'കിൻഷസ', 'กินชาซา', 'ཀིན་ཤ་ས།', 'ကင်ရှာဆာမြို့', 'კინშასა', 'ኪንሻሳ', 'キンシャサ', '金夏沙', '金沙薩', '킨샤사']"
Lagos,,0,3.39467,11,PPLA2,Lagos,2332459,05,P,9000000,,2332459,NG,,,6.45407,"['eko', 'gorad lagas', 'los', 'lacupolis', 'lagos', 'lagos shaary', 'lagosa', 'lagosas', 'lagoso', 'laguosos', 'laqos', 'logos', 'la ge si', 'lageas', 'laghws', 'lagos', 'lagosa', 'lagoseu', 'lagosi', 'laguseu', 'lagws', 'lajws', 'lakos', 'legosa', 'lek xs', 'ragosu', 'èkó', 'λάγος', 'горад лагас', 'лагос', 'лагос шаары', 'лаґос', 'լագոս', 'לאגאס', 'לאגוס', 'لاجوس', 'لاغوس', 'لاگوس', 'لاگۆس', 'लागोस', 'লেগোস', 'ਲਾਗੋਸ', 'લાગોસ', 'லாகோஸ்', 'లాగోస్', 'ಲಾಗೊಸ್', 'ലാഗോസ്', 'เลกอส', 'လေးဂို့စ်မြို့', 'ლაგოსი', 'ሌጎስ', 'ラゴス', '拉哥斯', '라고스', '라구스']"
Ikeja,25011,0,3.34205,40,PPLA,Ikeja,2338313,05,P,313196,,2338313,NG,,,6.59651,['ikeja']
Ouagadougou,53,0,-1.53388,299,PPLC,Ouagadougou,2357048,03,P,1086505,,2357048,BF,,,12.36566,"['gorad uagadugu', 'huagadugu', 'oua', 'ouagadouga', 'ouagadougou', 'ouankantounkou', 'ougadougou', 'owagadugu', 'uagadougou', 'uagadugu', 'uagaduguo', 'uagadugú', 'uaqaduqu', 'vagadugu', 'wagadugu', 'awagadwgw', 'uagadugu', 'vagadugu', 'vakatuku', 'wa jia du gu', 'wa ka du ku', 'wagado~ugu', 'wagadugu', 'wagadwgw', 'wagadwwgww', 'waghadwghw', 'ουαγκαντουγκού', 'ουαγκαντούγκου', 'горад уагадугу', 'уагадугу', 'ուագադուգու', 'ואגאדוגו', 'וואגאדוגו', 'آواگادوگو', 'اوآگادوگو', 'اوگاڈوگو', 'واغادوغو', 'واگادووگوو', 'واگادوگو', 'वागाडुगू', 'ਵਾਗਾਦੁਗੂ', 'வாகடூகு', 'วากาดูกู', 'ཨོ་འ་ག་དོའུ་གོའུ།', 'უაგადუგუ', 'ዋጋዱጉ', 'ワガドゥグー', '瓦加杜古', '와가두구']"
Lome,,0,1.22154,64,PPLC,Lomé,2365267,24,P,749700,,2365267,TG,,,6.12874,"['gorad lameh', 'lfw', 'lome', 'lomee', 'lomeo', 'lomé', 'lomė', 'lome', 'luo mei', 'lwm', 'lwmh', 'lwmy', 'lwmyh', 'rome', 'λομέ', 'горад ламэ', 'ломе', 'լոմե', 'לאמע', 'לומה', 'لوم', 'لومه', 'لومي', 'لوميه', 'لومې', 'لومے', 'لۆمێ', 'लोमे', 'ਲੋਮੇ', 'லோமே', 'โลเม', 'ལཱོ་མེ།', 'ლომე', 'ሎሜ', 'ロメ', '洛美', '로메']"
