region,org_id,alternatenames,pdb_org_id,state,ix_id,url,pch_id,geo_id,city,iata,prefixes,latitude,pdb_id,country,longitude,name,address,sources,zipcode
Europe,22009,[],22009,,1160,https://piter-ix.ue,2238,,,,"{'ipv4': ['193.27.39.0/24'], 'ipv6': []}",,3019,,,PITER-IX Riga,,"['pdb', 'pch']",
Europe,22009,[],22009,,1512,https://piter-ix.ru,,501175,Rostov-on-Don,,"{'ipv4': ['193.27.38.0/24'], 'ipv6': []}",47.25000,3737,RU,39.82000,PITER-IX Rostov,,"['he', 'pdb']",
Europe,22009,['PITER-IX SPB'],22009,,892,https://piter-ix.ru,2057,,,,"{'ipv4': ['185.1.152.0/23'], 'ipv6': ['2001:7f8:e6::/64']}",,2149,,,PITER-IX St. Petersburg,,"['pdb', 'he', 'pch']",
Europe,22009,['PITER-IX Tallin'],22009,,915,https://piter-ix.ru,2059,,,,"{'ipv4': ['37.9.49.0/24'], 'ipv6': []}",,3018,,,PITER-IX Tallinn,,"['pdb', 'pch']",
Europe,10470,['Palestine Internet Exchange Point'],10470,,637,http://www.pix.ps,,282239,Ramallah,,"{'ipv4': ['185.1.1.0/24'], 'ipv6': ['2001:7f8:72:be1::/64']}",31.90380,993,PS,35.20340,PIX Palestine,,"['he', 'pdb']",
North America,434,['Peer1 Internet Exchange - Toronto'],434,ON,627,http://www.peer1.com,,6167865,Toronto,,"{'ipv4': ['206.223.127.128/25'], 'ipv6': ['2001:504:19:1::/64']}",,197,CA,,PIX Toronto,151 Front Street West,"['he', 'pdb']",M5J 2N1
,18772,[],18772,,1514,http://www.pgix.org.pg/,,2090409,Mt Hagen,,"{'ipv4': ['103.106.5.64/26'], 'ipv6': []}",,3794,PG,,PNG Neutral IX Hagen,,['pdb'],
Asia Pacific,18772,[],18772,,1333,http://www.pgix.org.pg/,,2092740,Lae,,"{'ipv4': ['103.106.5.192/26', '103.106.5.0/24'], 'ipv6': []}",,3417,PG,,PNG Neutral IX Lae,,"['he', 'pdb']",
Asia-Pacific,18772,"['PNG Neutral IX POM', 'PNG-IXP-POM']",18772,,630,http://www.pgix.org.pg/,1898,2088122,Port Moresby,,"{'ipv4': ['103.82.247.0/24'], 'ipv6': []}",-9.51360,2332,PG,147.21880,PNG Neutral Internet Exchange,,"['pdb', 'he', 'pch']",
Latin America,,[],,MG,950,http://ix.br,,3470127,Belo Horizonte,,"{'ipv4': [], 'ipv6': []}",-19.63000,,BR,-43.97000,PTT Belo Horizonte,,['he'],
Latin America,,[],,PB,951,http://ix.br,,3403642,Campina Grande,,"{'ipv4': [], 'ipv6': []}",-7.22000,,BR,-35.88000,PTT Campina Grande,,['he'],
Latin America,,[],,SP,952,http://ix.br,,3467865,Campinas,,"{'ipv4': [], 'ipv6': []}",-22.90000,,BR,-47.08000,PTT Campinas,,['he'],
Latin America,,[],,RS,953,http://ix.br,,3466537,Caxias do Sul,,"{'ipv4': [], 'ipv6': []}",-29.16670,,BR,-51.18330,PTT Caxias do Sul,,['he'],
Latin America,,[],,,954,http://ix.br,,3464975,Curitiba,,"{'ipv4': [], 'ipv6': []}",-25.52000,,BR,-49.17000,PTT Curitiba,,['he'],
Latin America,,[],,RS,956,http://ix.br/,,3459035,Lajeado,,"{'ipv4': [], 'ipv6': []}",-29.45960,,BR,-51.96490,PTT Lajeado,,['he'],
Latin America,,[],,PR,957,http://ix.br,,3458449,Londrina,,"{'ipv4': [], 'ipv6': []}",-23.33000,,BR,-51.13000,PTT Londrina,,['he'],
Latin America,,[],,AM,958,http://ix.br,,3663517,Manaus,,"{'ipv4': [], 'ipv6': []}",-3.12920,,BR,-60.02140,PTT Manaus,,['he'],
Latin America,,[],,RN,959,http://ix.br,,3394023,Natal,,"{'ipv4': [], 'ipv6': []}",-5.76670,,BR,-35.20000,PTT Natal,,['he'],
Latin America,,[],,PE,961,http://ix.br,,3390760,Recife,,"{'ipv4': [], 'ipv6': []}",-8.07000,,BR,-34.85000,PTT Recife,,['he'],
South America,,[],,RR,1515,https://ptt.mprr.mp.br,,3664980,Boa Vista,,"{'ipv4': ['200.9.78.0/24'], 'ipv6': []}",,,BR,,PTT Roraima,,['he'],
Latin America,,[],,BA,962,http://ix.br,,3450554,Salvador,,"{'ipv4': [], 'ipv6': []}",-13.02000,,BR,-38.52000,PTT Salvador,,['he'],
South America,22505,[],22505,RJ,1581,https://www.sjnetwork.com.br/,,,,,"{'ipv4': ['198.32.120.0/24'], 'ipv6': ['2001:504:49:1::/64']}",,3890,BR,,PTT São João M.,,['pdb'],
North America,461,"['Pacific Wave Exchange in LA, Sunnyvale and Seattle']",461,,636,http://www.pacificwave.net/,,,,,"{'ipv4': ['207.231.240.0/25', '207.231.243.0/24', '207.231.245.0/24', '207.231.246.0/24', '207.231.248.0/24', '207.231.249.0/24', '207.231.240.128/25', '207.231.242.128/25', '207.231.244.0/24', '207.231.247.0/24', '207.231.242.0/25', '207.231.241.0/24'], 'ipv6': ['2001:504:b:10::/64', '2001:504:b:11::/64', '2001:504:b:20::/64', '2001:504:b:21::/64', '2001:504:b:80::/64', '2001:504:b:81::/64', '2001:504:b:88::/64', '2001:504:b:89::/64', '2001:504:b:90::/64', '2001:504:b:91::/64', '2001:504:b:30::/64', '2001:504:b:31::/64']}",,82,US,,Pacific Wave,,"['he', 'pdb']",
Asia-Pacific,,[],,,635,,1850,2147714,Sydney,,"{'ipv4': ['218.100.80.0/22'], 'ipv6': ['2001:de8:17::/48']}",-33.95000,,AU,151.17999,Pacific-IX,,['pch'],
North America,24330,['PaducahIX'],24330,KY,1373,https://paducahix.net,2270,4048662,Paducah,,"{'ipv4': ['23.154.112.0/26'], 'ipv6': ['2602:802:b0ff::/64']}",,3407,US,,Paducah Internet Exchange,1212 Helen St,"['pdb', 'he', 'pch']",42001-2200
Asia-Pacific,,[],,,963,,2073,1176615,Islamabad,,"{'ipv4': [], 'ipv6': []}",33.66911,,PK,72.91477,Pakistan Internet Exchange Point - Islamabad,,['pch'],
Asia-Pacific,,[],,,1655,,175,1174872,Karachi,,"{'ipv4': [], 'ipv6': []}",24.90000,,PK,67.13000,Pakistan Internet Exchange Point - Karachi,,['pch'],
Asia-Pacific,31707,"['Pakistan Internet Exchange Lahore', 'PKIX Lahore']",31707,Punjab,1513,http://pkix.pk,2074,1172451,Lahore,,"{'ipv4': ['100.128.0.0/24'], 'ipv6': []}",,3743,PK,,Pakistan Internet Exchange Point - Lahore,PITB Arfa Karim Technology Park,"['pdb', 'he', 'pch']",54000
Europe,26458,"['PS-IX Ramallah', 'State of Palestine Internet Exchange', 'Palestine Internet Exchange Point']",26458,,1226,https://ps-ix.ps/,2244,282239,Ramallah,ZDM,"{'ipv4': ['185.153.160.0/22'], 'ipv6': ['2a07:8780:6e::/64', '2a07:8780:ffff:1::/64']}",31.90380,3168,PS,35.20340,Palestine Internet Exchange Point - PSIX,Al-Bireh - Al-Balou '- Al-Moqadin StreetGemzo Suites,"['pch', 'he', 'pdb']",00970
Asia-Pacific,5641,['PNIX'],5641,,638,http://pnix.nzix.net/,168,2185018,Palmerston North,,"{'ipv4': ['218.100.21.0/24'], 'ipv6': []}",-40.32000,566,NZ,175.60001,Palmerston North Internet Exchange,,"['pdb', 'he', 'pch']",
North America,,[],,New Jersey,639,,587,5128581,New York,,"{'ipv4': ['206.223.127.0/24'], 'ipv6': []}",40.75000,,US,-74.00000,Peer 1 Internet Exchange,,['pch'],
Europe,7934,['Peering.cz eXchange'],7934,,641,http://www.peering.cz,1758,,,PRG,"{'ipv4': ['185.0.20.0/23', '91.213.211.0/24'], 'ipv6': ['2001:7f8:7f::/64']}",,713,,,Peering.cz,,"['pdb', 'he', 'pch']",
,25554,[],25554,Example,1737,https://ix.example.com,,,Example Town,,"{'ipv4': [], 'ipv6': []}",,4095,AQ,,PeeringDB Example IX,,['pdb'],123456
Asia-Pacific,30916,['Pejuang Internet Xchange'],30916,,1697,http://pitix.cc,,,,,"{'ipv4': [], 'ipv6': ['2001:df1:1c40:3::/64']}",,4012,ID,,Pejuang IX,,"['he', 'pdb']",
Europe,29183,['PERM-IX'],29183,,1371,https://perm-ix.ru/,2266,511196,Perm,,"{'ipv4': ['185.209.89.0/24'], 'ipv6': []}",58.01872,3487,RU,56.21914,Perm traffic exchange point,,"['pdb', 'he', 'pch']",
Latin America,23757,['Peru IX (PIT Peru sac) Arequipa - Neutral Internet Exchange'],23757,,1334,http://www.peruix.net,2310,3947322,Arequipa,,"{'ipv4': ['45.183.46.0/24'], 'ipv6': ['2803:cd60:6412:8::/64']}",,3418,PE,,Peru IX (PIT Peru sac) - Arequipa,Calle Jacinto Ibañez 148,"['pdb', 'he', 'pch']",04001
Latin America,23757,[],23757,,1656,http://www.peruix.net,2330,3698350,Chiclayo,,"{'ipv4': ['206.53.57.0/24', '38.56.117.0/24'], 'ipv6': ['2803:cd60:6414:4::/64']}",-6.77130,3997,PE,-79.84520,Peru IX (PIT Peru sac) - Chiclayo,,"['pdb', 'he', 'pch']",
South America,23757,[],23757,,1657,http://www.peruix.net,,3941584,Cuzco,,"{'ipv4': [], 'ipv6': ['2803:cd60:6414:3::/64']}",,3998,PE,,Peru IX (PIT Peru sac) - Cuzco,,"['he', 'pdb']",
South America,23757,['Peru IX - Huancayo'],23757,,1738,https://peruix.net/peering-en-el-peru-ix-pit-peru-sac-huancayo/,,3939459,Huancayo,,"{'ipv4': ['38.56.104.0/24'], 'ipv6': ['2803:cd60:6414:6::/64']}",,4152,PE,,Peru IX (PIT Peru sac) - Huancayo,,"['he', 'pdb']",
Latin America,23757,"['PIT Peru', 'Peru IX (PIT Peru sac) Lima - Neutral Internet Exchange']",23757,Lima,1032,http://www.pitperu.net,2127,,,LIM,"{'ipv4': ['45.183.47.0/24'], 'ipv6': ['2803:cd60:6411:5::/64']}",,2680,PE,,Peru IX (PIT Peru sac) - Lima,,"['pdb', 'he', 'pch']",
South America,23757,['Peru IX - Piura'],23757,,1739,https://peruix.net/peering-en-el-peru-ix-pit-peru-sac-piura/,,3693528,Piura,,"{'ipv4': ['38.56.102.0/24'], 'ipv6': ['2803:cd60:6414:5::/64']}",,4151,PE,,Peru IX (PIT Peru sac) - Piura,,"['he', 'pdb']",
South America,23757,['Peru IX - Tacna'],23757,,1740,https://peruix.net/peering-en-el-peru-ix-pit-peru-sac-tacna/,,3928128,Tacna,,"{'ipv4': ['38.56.106.0/24'], 'ipv6': ['2803:cd60:6414:7::/64']}",,4150,PE,,Peru IX (PIT Peru sac) - Tacna,,"['he', 'pdb']",
South America,23757,['Peru IX (PIT Peru sac) - Trujillo'],23757,,1410,https://www.peruix.net,,3691175,Trujillo,,"{'ipv4': ['138.185.12.0/24', '38.56.101.0/24'], 'ipv6': ['2803:cd60:6413:2::/64']}",,3557,PE,,Perú IX (PIT Peru sac) - Trujillo,,"['he', 'pdb']",
Asia-Pacific,12191,[],12191,,1516,https://www.pldtenterprise.com/solutions/internet/content-delivery-ip-peering/direct-content-peering,,1701668,Manila,,"{'ipv4': ['117.58.222.0/24'], 'ipv6': ['2001:4450:ff0:7707::/64']}",14.58000,3735,PH,120.95000,PhIX,,"['he', 'pdb']",
North America,23597,['PhillyIX'],23597,PA,645,http://phillyix.net,2038,4560349,Philadelphia,,"{'ipv4': ['206.80.234.0/24'], 'ipv6': ['2001:504:90::/48']}",,2088,US,,Philadelphia Internet Exchange,,"['pdb', 'he', 'pch']",19108
Asia-Pacific,1509,"['PhOpenIX-Manila', 'Philippine Open Internet Exchange (Manila)', 'PHOpenIX']",1509,,644,http://www.phopenix.net,539,1701668,Manila,MNL,"{'ipv4': ['198.32.172.0/24'], 'ipv6': ['2001:478:172::/64']}",14.58000,1561,PH,120.95000,Philippine Open Internet Exchange,,"['pdb', 'he', 'pch']",
Europe,15421,['PCIX'],15421,,608,https://www.pcix.it/,2220,,,,"{'ipv4': ['185.1.97.0/24'], 'ipv6': ['2001:7f8:b9::/48']}",,1933,IT,,Piacenza Internet Exchange,,"['pdb', 'he', 'pch']",
Europe,35512,['萌鴿網際網路交換中心'],35512,,1849,https://www.pigeontele.com/connect,,2925533,Frankfurt,,"{'ipv4': [], 'ipv6': ['2602:f9f6:7f0:5::/64']}",50.12000,4316,DE,8.68000,Pigeon IX,,"['he', 'pdb']",
North America,18417,['PIT-IX'],18417,PA,648,https://pit-ix.net,1994,5206379,Pittsburgh,,"{'ipv4': ['206.71.141.0/24'], 'ipv6': ['2001:504:77::/64']}",,1999,US,,Pittsburgh Internet Exchange,,"['pdb', 'he', 'pch']",
Europe,30867,"['PoIX, Neutral IX']",30867,,1451,https://www.poix.sk/,,723819,Presov,,"{'ipv4': ['185.1.234.0/24'], 'ipv6': ['2001:7f8:124::/64']}",,3709,SK,,PoIX,,"['he', 'pdb']",
,31966,[],31966,,1496,https://ix.poema.eu.org,240,,,,"{'ipv4': [], 'ipv6': ['2404:f4c0:f70e:1980::/64']}",,3792,,,Poema IX,,"['pdb', 'pch']",
Latin America,1245,['IX.br (PTT.br) Aracaju'],1245,SE,350,http://ix.br/,1995,3471872,Aracaju,,"{'ipv4': ['200.219.130.0/24'], 'ipv6': ['2001:12f8:0:1::/64']}",,1684,BR,,Ponto de Troca de Trafego do Aracaju,"Av. Adélia Franco, 3165, Grageru","['pdb', 'he', 'pch']",49027-010
Latin America,1245,"['IX.br (PTT.br) Belém', 'PTT Belém']",1245,,650,http://ix.br,1440,,,,"{'ipv4': ['187.16.195.0/24'], 'ipv6': ['2001:12f8:0:18::/64']}",,711,BR,,Ponto de Troca de Trafego do Belém,,"['pdb', 'he', 'pch']",
Latin America,1245,['IX.br (PTT.br) Campina Grande'],1245,,651,http://ix.br,1275,,,,"{'ipv4': ['200.192.109.0/24'], 'ipv6': ['2001:12f8:0:12::/64']}",,603,BR,,Ponto de Troca de Trafego do Campina Grande,,"['pdb', 'pch']",
Latin America,1245,['IX.br (PTT.br) Campinas'],1245,,652,http://ix.br,1199,,,,"{'ipv4': ['200.192.108.0/24'], 'ipv6': ['2001:12f8:0:11::/64']}",,415,BR,,Ponto de Troca de Trafego do Campinas,,"['pdb', 'pch']",
Latin America,1245,['IX.br (PTT.br) Caxias do Sul'],1245,RS,653,http://ix.br,1441,3466537,,,"{'ipv4': ['187.16.197.0/24'], 'ipv6': ['2001:12f8:0:20::/64']}",,558,BR,,Ponto de Troca de Trafego do Caxias do Sul,,"['pdb', 'pch']",
Latin America,1245,['IX.br (PTT.br) Curitiba'],1245,PR,654,http://ix.br,1832,3464975,Curitiba,,"{'ipv4': ['200.219.140.0/24'], 'ipv6': ['2001:12f8:0:4::/64']}",,174,BR,,Ponto de Troca de Trafego do Curitiba,,"['pdb', 'pch']",
Latin America,1245,"['PTT Foz do Iguaçu', 'IX.br (PTT.br) Foz do Iguaçu']",1245,PR,352,http://ix.br/,1996,3463030,,,"{'ipv4': ['187.16.204.0/24'], 'ipv6': ['2001:12f8:0:27::/64']}",,1276,BR,,Ponto de Troca de Trafego do Foz do Iguaçu,,"['pdb', 'he', 'pch']",
Latin America,1245,"['IX.br (PTT.br) Goiânia', 'PTT Goiânia']",1245,GO,656,http://ix.br,1276,3462377,,,"{'ipv4': ['200.192.111.0/24'], 'ipv6': ['2001:12f8:0:14::/64']}",,575,BR,,Ponto de Troca de Trafego do Goiânia,,"['pdb', 'he', 'pch']",
Latin America,1245,"['PTT João Pessoa', 'IX.br (PTT.br) João Pessoa']",1245,,353,http://ix.br/,2137,,,,"{'ipv4': ['187.16.193.0/24'], 'ipv6': ['2001:12f8:0:16::/64']}",,1983,BR,,Ponto de Troca de Trafego do João Pessoa,,"['pdb', 'he', 'pch']",
Latin America,1245,['IX.br (PTT.br) Lajeado'],1245,RS,657,http://ix.br/,1808,3459035,Lajeado,,"{'ipv4': ['187.16.202.0/24'], 'ipv6': ['2001:12f8:0:25::/64']}",,790,BR,,Ponto de Troca de Trafego do Lajeado,"Rua Avelino Talini, 171","['pdb', 'pch']",95900-000
Latin America,1245,['IX.br (PTT.br) Londrina'],1245,,658,http://ix.br,1088,,,,"{'ipv4': ['200.219.144.0/24'], 'ipv6': ['2001:12f8:0:7::/64']}",,314,BR,,Ponto de Troca de Trafego do Londrina,,"['pdb', 'pch']",
Latin America,1245,['IX.br (PTT.br) Maceió'],1245,,879,http://ix.br/,2138,,,,"{'ipv4': ['45.227.1.0/24'], 'ipv6': ['2001:12f8:0:31::/64']}",,2291,BR,,Ponto de Troca de Trafego do Maceió,,"['pdb', 'pch']",
Latin America,1245,['IX.br (PTT.br) Manaus'],1245,,659,http://ix.br,1442,,,,"{'ipv4': ['187.16.198.0/24'], 'ipv6': ['2001:12f8:0:21::/64']}",,707,BR,,Ponto de Troca de Trafego do Manaus,,"['pdb', 'pch']",
Latin America,1245,"['PTT Maringá', 'IX.br (PTT.br) Maringá']",1245,,660,"['http://ix.br/', 'http://ptt.br/']",1833,,,,"{'ipv4': ['187.16.201.0/24'], 'ipv6': ['2001:12f8:0:24::/64']}",,818,BR,,Ponto de Troca de Trafego do Maringa,,"['pdb', 'he', 'pch']",
Latin America,1245,['IX.br (PTT.br) Natal'],1245,RN,661,http://ix.br,1443,3394023,Natal,,"{'ipv4': ['187.16.196.0/24'], 'ipv6': ['2001:12f8:0:19::/64']}",,708,BR,,Ponto de Troca de Trafego do Natal,"Rua Sen. Jose Ferreira de Souza, 1916 Candelaria","['pdb', 'pch']",59064-520
Latin America,1245,['IX.br (PTT.br) Recife'],1245,,663,http://ix.br,1200,,,,"{'ipv4': ['200.219.147.0/24'], 'ipv6': ['2001:12f8:0:10::/64']}",,705,BR,,Ponto de Troca de Trafego do Recife,,"['pdb', 'pch']",
Latin America,1245,['IX.br (PTT.br) Salvador'],1245,,664,http://ix.br,1018,,,,"{'ipv4': ['200.219.145.0/24'], 'ipv6': ['2001:12f8:0:8::/64']}",,556,BR,,Ponto de Troca de Trafego do Salvador,,"['pdb', 'pch']",
Latin America,1245,['IX.br (PTT.br) Santa Maria'],1245,,354,http://ix.br/,2139,,,,"{'ipv4': ['187.16.205.0/24'], 'ipv6': ['2001:12f8:0:28::/64']}",,1847,BR,,Ponto de Troca de Trafego do Santa Maria,,"['pdb', 'he', 'pch']",
Latin America,1245,"['IX.br (PTT.br) São José do Rio Preto', 'PTT São José do Rio Preto']",1245,,665,http://ix.br,1445,,,,"{'ipv4': ['187.16.199.0/24'], 'ipv6': ['2001:12f8:0:22::/64']}",,709,BR,,Ponto de Troca de Trafego do São José do Rio Preto,,"['pdb', 'he', 'pch']",
,1245,"['PTT São José dos Campos', 'IX.br (PTT.br) Sao José dos Campos', 'IX.br (PTT.br) São José dos Campos']",1245,,666,http://ix.br,1444,,,,"{'ipv4': ['187.16.192.0/24'], 'ipv6': ['2001:12f8:0:15::/64']}",,638,,,Ponto de Troca de Trafego do São José dos Campos,,"['pdb', 'he', 'pch']",
Latin America,1245,"['PTT São Luís', 'IX.br (PTT.br) São Luís']",1245,,355,http://ix.br/,2140,,,,"{'ipv4': ['45.227.0.0/24'], 'ipv6': ['2001:12f8:0:30::/64']}",,2086,BR,,Ponto de Troca de Trafego do São Luís,,"['pdb', 'he', 'pch']",
Latin America,1245,"['IX.br (PTT.br) Teresina', 'PTT Teresina']",1245,PI,357,http://ix.br/,2141,3386496,Teresina,,"{'ipv4': ['200.219.138.0/24'], 'ipv6': ['2001:12f8:0:29::/64']}",-5.18570,2078,BR,-43.06438,Ponto de Troca de Trafego do Teresina,,"['pdb', 'he', 'pch']",
Latin America,1245,"['IX.br (PTT.br) Vitória', 'PTT Vitória']",1245,ES,667,http://ix.br,1446,3444924,Vitória,,"{'ipv4': ['187.16.194.0/24'], 'ipv6': ['2001:12f8:0:17::/64']}",,706,BR,,Ponto de Troca de Trafego do Vitória,,"['pdb', 'he', 'pch']",
Latin America,1245,"['PTT São Paulo', 'IX.br (PTT.br) São Paulo']",1245,,668,http://ix.br,30,,,GRU,"{'ipv4': ['187.16.208.0/20'], 'ipv6': ['2001:12f8::/64']}",,171,,,Ponto de Troca de Tráfego Metro São Paulo,,"['pdb', 'he', 'pch']",
Latin America,1245,['IX.br (PTT.br) Belo Horizonte'],1245,MG,669,http://ix.br,19,,,,"{'ipv4': ['200.219.139.0/24'], 'ipv6': ['2001:12f8:0:3::/64']}",,176,BR,,Ponto de Troca de Tráfego do Belo Horizonte,,"['pdb', 'pch']",
Latin America,1245,"['PTT Brasília', 'IX.br (PTT.br) Brasília']",1245,DF,670,http://ix.br,20,3469058,Brasília,,"{'ipv4': ['200.192.110.0/24'], 'ipv6': ['2001:12f8:0:13::/64']}",,178,BR,,Ponto de Troca de Tráfego do Brasília,,"['pdb', 'he', 'pch']",
Latin America,1245,"['PTT Cuiabá', 'IX.br (PTT.br) Cuiabá']",1245,,671,http://ix.br,1807,,,,"{'ipv4': ['187.16.203.0/24'], 'ipv6': ['2001:12f8:0:26::/64']}",,859,BR,,Ponto de Troca de Tráfego do Cuiabá,,"['pdb', 'he', 'pch']",
Latin America,1245,"['PTT Florianópolis', 'IX.br (PTT.br) Florianópolis']",1245,,672,http://ix.br,22,,,,"{'ipv4': ['200.219.141.0/24'], 'ipv6': ['2001:12f8:0:5::/64']}",,175,BR,,Ponto de Troca de Tráfego do Florianópolis,,"['pdb', 'he', 'pch']",
Latin America,1245,"['IX.br (PTT.br) Rio de Janeiro', 'PTT Rio de Janeiro']",1245,,673,http://ix.br/,415,,,,"{'ipv4': ['45.6.52.0/22'], 'ipv6': ['2001:12f8:0:2::/64']}",,177,BR,,Ponto de Troca de Tráfego do Rio de Janeiro,,"['pdb', 'he', 'pch']",
North America,31528,['Port pOrt poRt porT INTERNET EXCHANGE'],31528,,1628,http://ix.daoport.net,,,,,"{'ipv4': ['193.34.193.128/25'], 'ipv6': ['2001:7f8:135::/64']}",,3991,US,,Port IX,,['pdb'],
Europe,17680,['POZIX'],17680,PL,674,http://www.pozix.pl/,917,,,,"{'ipv4': ['185.1.4.0/22', '185.1.4.0/24'], 'ipv6': ['2001:7f8:4b::/48']}",,230,PL,,Poznan Internet Exchange,,"['pdb', 'he', 'pch']",
North America,22065,['PR-IX'],22065,,964,https://www.puertoricoix.net,2056,,,SJU,"{'ipv4': ['204.138.0.0/24'], 'ipv6': ['2620:102:b000::/64']}",,2353,PR,,Puerto Rico Internet Exchange,,"['pdb', 'he', 'pch']",
Europe,,[],,,675,,213,3117735,Madrid,MAD,"{'ipv4': ['193.149.1.0/24', '185.79.175.0/24'], 'ipv6': ['2001:7f8:f::/64', '2001:7f8:f:1::/64']}",40.43000,,ES,-3.70000,Punto Neutro Español de Internet,,['pch'],
Latin America,,[],,,676,,1806,3621849,San Jose,SJO,"{'ipv4': ['200.107.83.128/25'], 'ipv6': ['2801:1d:a000:1::/64']}",9.93504,,CR,-84.08300,Punto de Intercambio Neutro de Internet,,['pch'],
Latin America,27426,"['PIT Bolivia', 'Punto de Intercambio de Tráfico PIT Bolivia - Entidad Civil sin fines de lucro']",27426,La Paz,677,https://www.pitbolivia.org.bo/#,1789,3911925,La Paz,LPB2,"{'ipv4': ['45.68.0.0/24'], 'ipv6': ['2801:11:a800:1::/64']}",,3333,BO,,Punto de Intercambio de Trafico de Bolivia,Calle 13 Calacoto No. 8142,"['pdb', 'pch']",10204
Africa,24521,['Pyramids Internet Exchange'],24521,,1277,https://pyramix.as207740.net/,,,,,"{'ipv4': ['44.190.39.96/27', '104.167.214.96/27'], 'ipv6': ['2a0e:46c4:102::/64', '2a0e:fd45:1337::/64']}",,3302,,,PyramIX,,"['he', 'pdb']",
North America,432,"['Peer1 Internet Exchange - Montreal', 'PIX Montreal']",432,,626,"['http://www.peer1.com', 'https://www.qix.ca/?lang=en']",,6077243,Montreal,,"{'ipv4': ['206.223.139.0/24', '198.179.18.0/24'], 'ipv6': ['2001:504:19:2::/64', '2001:504:2d::/64']}",45.47000,196,CA,-73.75000,QIX Montreal,,"['he', 'pdb']",
Europe,25056,"['QIX Qatar', 'Qatar Internet Exchange (QIX)']",25056,,1165,https://www.qix.qa,1920,290030,Doha,"DOH, DOH2","{'ipv4': ['185.1.159.0/24', '185.154.168.0/24'], 'ipv6': ['2001:7f8:ed::/64']}",,2819,QA,,Qatar Internet Exchange Point,,"['pdb', 'he', 'pch']",1111
North America,23528,"['QCIX', 'Quad Cities Internet eXchange']",23528,,1089,http://www.qcix.net,2150,,,DVN,"{'ipv4': ['206.83.43.0/24'], 'ipv6': ['2001:504:9b::/64']}",,2741,US,,Quad Cities Internet Exchange,,"['pdb', 'he', 'pch']",
North America,14496,"['Quebec Internet eXchange (QIX)', 'QIX']",14496,,682,https://www.qix.ca/?lang=en,1616,,,YUL,"{'ipv4': ['198.179.18.0/24'], 'ipv6': ['2001:504:2d::18:0/111']}",,355,CA,,Quebec Internet Exchange,,"['pdb', 'pch']",
Europe,138,"['Rotterdam Internet Exchange', 'R_iX']",138,,687,https://www.r-ix.nl,,,,,"{'ipv4': ['91.194.218.0/24'], 'ipv6': ['2001:7f8:61::/48']}",,313,NL,,R iX,,"['he', 'pdb']",
Africa,,[],,,965,http://www.ispa-drc.cd,,,Kinshasa,,"{'ipv4': ['196.223.28.0/24', '196.216.216.0/23'], 'ipv6': ['2001:43f8:3c0::/48', '2001:43f8:3c1::/48']}",,,"Congo, The Democratic Republic of the",,RDC-IX Kinshasa,,['he'],
Europe,9392,['Krasnoyarsk Internet Exchange'],9392,,684,http://webra.ru,,1502026,Krasnoyarsk,,"{'ipv4': ['185.1.13.0/24'], 'ipv6': ['2001:7f8:78::/48', '2001:7f8:78::/64']}",56.17000,876,RU,92.50000,RED-IX,,"['he', 'pdb']",
Asia-Pacific,20866,[],20866,,917,https://redix.org,2064,,,,"{'ipv4': ['103.129.155.0/24'], 'ipv6': ['2001:df6:7900::/64']}",,2341,IN,,REDIX Chennai,,"['pdb', 'he', 'pch']",
Europe,31716,['REykjavík Metro Internet eXchange'],31716,,1703,https://kttcarrier.com/solutions/peering-iceland,,3416706,,,"{'ipv4': ['25.255.199.128/25'], 'ipv6': ['2001:67c:bdc:b00::/64']}",,4065,IS,,REMIX,,['pdb'],
Asia Pacific,16383,['Ryukyus Internet Exchange'],16383,Okinawa,685,http://www.ryukyuix.net,,,,,"{'ipv4': ['103.95.163.0/24'], 'ipv6': ['2001:df1:b500::/64']}",,1663,JP,,RIX (RYUKYUIX),,"['he', 'pdb']",
Europe,20737,['RO-CIX'],20737,,1091,https://whitehat.ro/internet-exchange,2160,683506,Bucharest,,"{'ipv4': ['185.1.251.0/24', '185.1.176.0/24'], 'ipv6': ['2001:7f8:132::/64', '2001:7f8:f9::/64']}",44.50000,2804,RO,26.13000,Romania Commercial Internet Exchange,,"['pch', 'he', 'pdb']",
Europe,23916,['Internet eXchange RO-IX'],23916,District 2,1090,https://www.ix.ro,,683506,Bucharest,,"{'ipv4': ['185.1.150.0/24'], 'ipv6': ['2001:7f8:e4::/64']}",,2732,RO,,RO-IX,,"['he', 'pdb']",
Europe,29760,['RUDAKI INTERNET EXCHANGE'],29760,,1452,http://rudaki-ix.net/,,703448,,,"{'ipv4': ['185.1.225.0/24'], 'ipv6': ['2001:7f8:11f:1::/64', '2001:7f8:11f:7::/64']}",,3681,UA,,RUDAKI-IX,,"['he', 'pdb']",
Europe,24249,[],24249,Rivnenska Oblast,1517,https://rv-ix.net,,695594,Rivne,,"{'ipv4': ['185.1.238.0/24'], 'ipv6': ['2001:7f8:128::/64']}",50.61275,3777,UA,26.26399,RV-IX,"Stepana Bandery Vulytsia, 43ARivne","['he', 'pdb']",33000
Europe,8781,['Rzeszowski Punkt Wymiany Ruchu'],8781,,686,,,759734,Rzeszow,,"{'ipv4': ['185.1.42.0/24'], 'ipv6': ['2001:7f8:9b::/64']}",,828,PL,,RZ-IX,,"['he', 'pdb']",
